company,description,location,position,reviews,City,State
LeafFilter,"Job DescriptionPrimary Purpose:

This is a highly collaborative role where you will be responsible for providing day to day coordination of all activities pertaining to human resource analytical projects including reporting, scope/requirements development and problem resolution. You will scope projects, analyze data, present analyses, build project schedules, define resource requirements and recommendations.

Essential Duties and Responsibilities:

Collect and leverage human capital data (benefits, compensation, turnover, recruiting) to problem solve data-driven questionsAnalyze complex data sets and present results to executive leaders in an actionable and concise formatPartner with HRIS, IT, and core HR business areas to determine key data points and methodology for collecting dataBuild and maintain human capital reporting dashboard to demonstrate functional value to the organizationSupport implementation of reporting governance activities including inventory of reports, dashboards and calculated fields, standard naming conventions, etc.Maintain data integrity and compliance by running reports, auditing, analyzing information and troubleshooting errors

Conduct operational analysis to create written standard operating procedures for human resources functionOther duties and special projects as assigned

Minimum Skills and Competencies:

Bachelor’s Degree in Finance, Analytics, Statistics, or a related field2+ years of analytical experience that includes a strong understanding of analytics including methodology development, data summation and visualizationExperience using Business Intelligence tools such as Power BI, Cognos, etc.Proficiency with Microsoft Office including advanced skills in Excel (including pivot tables) and PowerPointStrong analytical and detail-oriented aptitude with a high degree of accuracyExcellent communication and organizational skillsAbility to manage time effectively, set priorities, and meet deadlinesAbility to learn and adapt to change in a fast paced, dynamic environmentFriendly, professional demeanor and ability to succeed in a team-oriented environment

Desired Skills:

Experience using Ultipro human resource software platform

Physical Demands: This job operates in a professional office environment. This is largely a sedentary role; however, some walking and standing is required.

If you think you have what it takes to join our winning team, please send salary requirements with a current resume. All resumes will be reviewed, if we feel that you may be a potential candidate for this position, we will contact you to set up a confidential interview.

Our comprehensive compensation package includes competitive salary, health, dental, vision, 401K plan. The salary for this position depends upon years of experience. Resume without salary expectation will not be considered.

*All applicants must successfully complete pre-employment testing to include: background checks and MVR in order to qualify for employment. *

EEOCompany DescriptionLeafFilter is the #1 rated gutter guard system in the nation, as evaluated by two separate leading consumer publications. LeafFilter, the leading leaf guard company, has installed over 40 million feet of gutter protection on homes across the United States since 2005. Over the past fourteen years, LeafFilter has grown from one small office in Hudson, Ohio to North America's largest gutter protection company.","Hudson, OH",data analyst,5,Hudson, OH
Nationwide Children's Hospital,"Overview

Full time Exempt: Main Campus; Mon-Fri 8 AM – 5 PM

We are seeking a Research Associate or Research Scientist - Our laboratory investigates the role of the innate immune system in preventing infection in the urinary tract. Specifically, we evaluate the role of antimicrobial peptides in maintaining urine sterility. We are seeking a highly motivated and detail-oriented Research Associate to perform bench research studies and translational research experiments. Applicants that have experience performing experiments on laboratory mice and/or managing a mouse colony are preferred.

Under the supervision of the Principal Investigator, the Research Associate will prepare samples and perform laboratory experiments investing the molecular pathways and innate immune functions in the kidneys and bladder. There will be a specific emphasis evaluating the role of diabetes mellitus and insulin signaling on the kidney and bladder’s innate immune defenses. The Research Associate will use a variety of experimental techniques including techniques in molecular biology, physiology, genetics, microscopy, and biochemistry.

The Research Associate will work with tissue culture, mouse models, perform routine experimental procedures on laboratory animals, collect tissue and bacterial culture samples; compile results and prepare reports; maintain inventory and assemble lists; clean and maintains glassware & laboratory equipment instruments; performs routine clerical duties to ensure the laboratory is appropriately supplied.

Responsibilities

Why Nationwide Children's Hospital?

The moment you walk through our doors, you can feel it. When you meet one of our patient families, you believe it. And when you talk with anyone who works here, you want to be part of it, too. Welcome to Nationwide Children’s Hospital, where Passion Meets Purpose.

Here, Everyone Matters. We’re 12,000 strong. And it takes every single one of us to improve the lives of the kids we care for, and the kids from around the world we’ll never even meet. Kids who are living healthier, fuller lives because of the knowledge we share. We know it takes a Collaborative Culture to deliver on our promise to provide the very best, innovative care and to foster new discoveries, made possible by the most groundbreaking research. Anywhere.

Ask anyone with a Nationwide Children’s badge what they do for a living. They’ll tell you it’s More Than a Job. It’s a calling. It’s a chance to use and grow your talent to make an impact that truly matters. Because here, we exist simply to help children everywhere.

Nationwide Children’s Hospital. A Place to Be Proud.

What Will You Be Doing?

Performs basic and translational research experiments independently or semi-independently in accordance with protocols approved by the principal investigator. Such experiments may involve the use of laboratory animals, human subjects, or tissue culture.

Effectively manages a mouse colony under the direction of the principal investigator and establishes/manages breeding colonies of genetically modified mice.

Assists and performs routine experimental procedures on laboratory animals, including experimental urinary tract infection and/or the administration of drugs.

Collects mouse blood, urine, and other samples as needed. Such activities may be performed independently.

Has experience with basic laboratory techniques – including genotyping, real-time PCR, immunostaining, Western blot, and tissue culture.

Ensures accuracy of laboratory analytical procedures as required by specific research projects. Maintains accurate daily logs of experiments including methods, results, and conclusions.

Interprets the results of data analyses with input from the principal investigator.

Assists the principal investigator in the preparation of scientific publications and grant proposals.

Qualifications

What Are We Looking For?

Master’s Degree, or PhD in Molecular Biology, Biomedical Sciences, Cellular Biology or related field

Minimum of 2 years of relevant laboratory experience.

Experience in bench setting and working with mouse or animal models

Your Benefits, Your Wellness:

As an employer, Nationwide Children’s recognizes the importance of the benefits we offer. We also recognize the importance of balancing your work and personal needs. Our benefits and Employee Wellness package is designed to:

Empower you to be a conscientious health care consumer through educational and wellness activities

Establish a work environment that promotes health and well-being

Support your financial protection and security in retirement

Most of our positions are benefits’ eligible from day 1.

Minimum Physical Requirements:

Percent of time spent on:

40% Managing mouse colony, genotyping

40% Preparing experiments on laboratory mice and downstream experiments

15% Interpreting results of data analyses with PI

02% Ordering supplies

03% Instructing other lab personnel

The above list of duties is intended to describe the general nature and level of work performed by individuals assigned to this classification. It is not to be construed as an exhaustive list of duties performed by the individual so classified, nor is it intended to limit or modify the right of any supervisor to assign, direct, and control the work of employees under his/her supervision.

EOE/M/F/Disability/Vet","Columbus, OH",research associate,5,Columbus, OH
Applied Research Solutions,"Applied Research Solutions is seeking a Computer Scientist to support the AFRL/RYAA team, located in Dayton, Ohio.

Job Responsibilities: • Design experiments and test plans for detection, tracking, and/or classification algorithms operating on EO/IR imagery and/or video



Develop data collection plans and characterize and truth the collected EO/IR imagery and/or video
Data curation
Data truthing
Algorithm development
Build data parsing, reduction and characterization tools and test harnesses
Evaluate developer algorithms and brief customer on results and/or recommendations
Perform assessments by executing the experiments, and analyzing, documenting and presenting the results
Assist with installation of developer software
Other duties as assigned

Qualifications: • Bachelor's Degree in Computer Science



Minimum 2 years’ experience in programming
Must be proficient at a user level with Linux Operating Systems (RHEL, CentOS, Ubuntu) and file management commands
Experience compiling code on Linux using make, cmake, and automake tools
Must have good understanding of SSH and SCP
Must have basic understanding of computer languages and experience writing programs to automate simple computer tasks.
Experience with Python highly desired and preferred
Knowledge of commonly used image file formats and image processing with Python Scikit desired
Experience with and knowledgeable of other languages (Java, C, C++, Perl, etc.) acceptable
Experience with Docker and possess the ability to construct, build, and deploy docker containers
Experience in Cloud Computing
Knowledge of commercial and government sources of space data would be beneficial
Knowledge with High Performance Computing desired
Experience with Electro-optical satellite systems and geo-coordinates desired


All positions at Applied Research Solutions are subject to background investigations. Employment is contingent upon successful completion of a background investigation including criminal history and identity check.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-741.5(a). This regulation prohibits discrimination against qualified individuals on the basis of disability, and requires affirmative action by covered prime contractors and subcontractors to employ and advance in employment qualified individuals with disabilities.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-300.5(a). This regulation prohibits discrimination against qualified protected veterans, and requires affirmative action by covered contractors and subcontractors to employ and advance in employment qualified protected veterans.","Wright Patterson AFB, OH",junior computer scientist,0,Wright Patterson AFB, OH
"UES, Inc.","UES, Inc. is seeking an entry level Scientist in the areas of 2D organic materials, to serve as a collaborative member of Flexible Materials research team in the Materials and Manufacturing Directorate of the Air Force Research Laboratory at Wright Patterson Air Force Base in Dayton, OH.

The research performed will focus on synthesis and characterization of organic 2D materials known as covalent organic frameworks (COFs) and their interaction with 2D inorganic materials to include transition metal dichalcogenides (TMDs). Desired expertise in organic chemistry, optical and electrical characterization techniques, and sensor characterization. The successful candidate must be knowledgeable in thin film characterization techniques including X-Ray photoelectron spectroscopy, atomic force microscopy, Raman and SEM.

Excellent oral and written communication skills are a prerequisite for employment. The successful candidate will be self-motivated and capable of working independently between multiple groups, but also successfully collaborate with researchers from different technical backgrounds.

Requirements:

A PhD in Chemistry, Materials Science and Engineering, or related field of study is required.
Background in organic chemistry, 2D materials and/or nanomaterial synthesis and characterization
Characterization of thin films experience
Willingness to collaborate and work together
This position is working within a government facility and requires U.S. Citizenship

Additional Information

UES, Inc. is an innovative science and technology company providing customers with superior research and development expertise since its inception in 1973. Our long-term success is a direct result of a strong commitment to the success of our employees. We look forward to reviewing your application.

UES, Inc. is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. U.S. Citizenship is required for most positions.
PI114580366","Dayton, OH",research scientist,2,Dayton, OH
CFS - Technology,"Job DescriptionOur client is in need of a Senior Data Analyst that is looking to grow their experience and career! The Senior Data Analyst will be a part of an employee driven culture with a growing company that not only cares about business expansion but the work/life balance of their employees while doing so.

SENIOR DATA ANALYST SUMMARY OF ROLE:

We are seeking a Senior Data Analyst to take us to the next level in reporting. The successful candidate will be highly motivated, reliable, analytical and able to work with cross-functional teams and all levels of the organization to coordinate reporting and IT goals and objectives.

SENIOR DATA ANALYST SKILLS/DUTIES REQUIRED:

Effective written and oral communications skillsOrganized and deadline focusedSet and achieve high standards and goals for the IT/Finance TeamMaintain manual upload responsibilities such as setting-up and mass loading product information in ERP system i.e. items, bill of materials, routes, price files, export controls.Responsible for user acceptance testing (UAT) of new report builds and automations.Define, create and maintain work instruction documentationResponsible for improving operation efficiency and effectiveness through development and deployment of technology solutions.Basic data visualization in MS Excel, Tableau or other BI tools.Basic AS400 query buildingWorks well with cross functional teams to drive solutions through understanding of company products, process and organization.

SENIOR DATA ANALYST REQUIREMENTS:

Bachelor’s degree in information systems preferredOracle database and PL/SQL training preferredThree years of experience working as a Business/Data Analyst in Finance and OperationsThree years of experience working in Business Intelligence and/or ERP SystemsExperience with Tableau, NDS, MS Access, SQL, Business Objects or other reporting and visualization tools.Experience with ERP/MRP systems such as NDS, Oracle, SAP and/or PeopleSoftStrong quantitative and analytics capabilitiesMaintain a positive can-do attitude that produces a great energy for personal/group success

For more information about this Senior Data Analyst/Admin opportunity, please email your updated resume in strict confidence to Maggie Dillon at mdillon@cfstaffing.com today!

KEYWORDS: Data Analyst, NDS, Information Technology, AdministratorCompany DescriptionCFS Technology, a division of Creative Financial Staffing, is a premier IT dedicated search & staffing practice. We provide technology specialists on a temporary and permanent basis across a broad range of industries. We work closely with our clients to better understand their specific needs, which ensures that each placement we do is the absolute best.

CFS has twice been named to Forbes’ list of “Best Professional Recruiting Firms” and twice cited by LinkedIn as one of the “Most Socially Engaged Staffing Agencies.”","Archbold, OH",senior data analyst,0,Archbold, OH
Fifth Third Bank,"Job Description

Make banking a Fifth Third better®

We connect great people to great opportunities. Are you ready to take the next step? Discover a career in banking at Fifth Third Bank.

Treasury Quantitative Analyst

·

GENERAL FUNCTION: The Treasury Quantitative Analyst I is responsible for providing data, analytical and quantitative support related to Treasury models within Asset-Liability Management (ALM) and Pre-Provision Net Revenue (PPNR) functions.

Responsible and accountable for risk by openly exchanging ideas and opinions, elevating concerns, and personally following policies and procedures as defined. Accountable for always doing the right thing for customers and colleagues, and ensures that actions and behaviors drive a positive customer experience. While operating within the Bank's risk appetite, achieves results by consistently identifying, assessing, managing, monitoring, and reporting risks of all types.

ESSENTIAL DUTIES & RESPONSIBILITIES:

Providing support to the development and implementation of quantitative and statistical models related to interest rate risk management and semi-annual stress testing processes.
Developing, maintaining and backtesting major interest rate risk modeling assumptions (within the QRM Asset-Liability model), including (but not limited to) loan and deposit pricing, loan prepayments, and future balance levels.
Developing, maintaining and backtesting PPNR models that support the forecasts of financial statement captions and key assumptions utilized in stress test processes (i.e. CCAR).
Working closely with internal and external examiners, lines of business product managers, finance managers and Treasury staff and managers to complete assigned tasks.
Participating in the development of market interest rate and balance sheet stress scenarios and in the continual development of an accurate monthly NII/NIM forecast for the Bancorp.
Contributing ideas to achieve the optimal balance of risk and return for the Bank through analysis and expertise of behavior under varying degrees of economic conditions.


Responsible and accountable for risk by openly exchanging ideas and opinions, elevating concerns, and personally following policies and procedures as defined. Accountable for always doing the right thing for customers and colleagues, and ensures that actions and behaviors drive a positive customer experience. While operating within the Bank's risk appetite, achieves results by consistently identifying, assessing, managing, monitoring, and reporting risks of all types.

SUPERVISORY RESPONSIBILITIES: Incumbent has no direct supervisory responsibilities, but will be required to provide quantitative and statistical direction to managers and analysts within Treasury and lines of business.

KNOWLEDGE & SKILLS REQUIRED:

Up to three years of relevant experience preferred, including demonstrated strong quantitative/statistical modeling skills.
Advanced degree in statistics, mathematics, economics or other quantitative field.
Experience in statistical/econometric modeling and database management.
Experience using SAS (including statistical modeling), SQL, VBA, and Business Objects. Demonstrated ability to learn and understand various computer systems.
Strong PC skills (database and spreadsheet).
Strong communication, interpersonal and organizational skills.
Ability to contribute both individually and as a member of a team.
Able to build and maintain relationships across the company.


Treasury Quantitative Analyst I

LOCATION - Cincinnati, Ohio 45263

Fifth Third Bank is proud to have an engaged and inclusive culture and to promote and ensure equal employment opportunity in all employment decisions regardless of race, color, gender, national origin, religion, age, disability, sexual orientation, gender identity, military status, veteran status or any other legally protected status.

Locations

Cincinnati-United States of America","Cincinnati, OH",quantitative analyst,4,Cincinnati, OH
Abercrombie & Fitch Co.,"At Abercrombie & Fitch, quality is in our roots and we're on a mission to honor this rich heritage. With an unwavering focus on our customer, we strive every day to deliver a unique and welcoming experience, whether in our stores or online. Our three global brands, Abercrombie & Fitch, abercrombie kids and Hollister Co., are the embodiment of our passion for the incredible product. At the heart of it all is our amazing 500-acre campus, nestled just outside of Columbus, Ohio. With an open workspace, inspiring views, and even a place to gather as a team around the fire pit, our Home Office fosters a diverse and inclusive culture that consistently seeks the input of our associates and focuses on the future. We are looking for leaders, visionaries, and creatives who are willing to roll up their sleeves and write the next chapter in our brand's legacy.

The Operational Analytics and Reporting team in our Enterprise Business Solutions group works directly with Product Facing Teams (Merchandising, Planning, Inventory Management), Sourcing, and Supply Chain to support and continuously improve systems, process, and business insights. The Associate Data Analyst, Operational Analytics will be an integral part of ensuring business teams and other cross-functional partners have the right information in a consumable format to make decisions that drive business results.

What will you be doing?



Partner closely with business teams and stay informed of current process and workflow to enable the development of continuous improvement analytics
Create and leverage analytics that are presented in a way that is consumable to business teams
Support both corporate and brand initiatives with value assessment and on-going benefit measurement
Provide store clustering and localized assortment insights that help Brands execute product strategies that align with customer preferences
Perform sales and inventory analytics to support key business initiatives
Monitor and tune supply chain predictive models
Create prototype systems and work with IT to prioritize projects and data needs
Design and analyze experiments
Perform ad-hoc analytics as needed


What will you need to bring?



Bachelor's Degree in Analytics, Information Systems, Operations, Finance, Economics, Mathematics, Statistics or related field and 3+ years of Analytics, Business Forecasting, Merchandise Planning, Supply Chain, or Operations Research experience; OR
Master's Degree in Analytics, Information Systems, Operations, Finance, Economics, Mathematics, Statistics or related field and 1+ years of Analytics, Business Forecasting, Merchandise Planning, Supply Chain, or Operations Research experience
Ability to analyze large, complex data sets and derive actionable insights
Expertise utilizing SQL and BI tools to explore, transform and extract data
Expertise utilizing R to explore, transform, analyze and model data (regression, clustering, decision tree, optimization, simulation, etc)
Knowledge of data visualization techniques
Knowledge of machine learning, probability and statistics
Experience with Spark and MLlib a plus
Experience with Shiny a plus
A GitHub repository that demonstrates analytics skills a plus
Excellent communication, presentation, and multi-tasking skills
Ability to work collaboratively and openly with cross-functional business partners in a high-energy, fast-paced environment


ABERCROMBIE & FITCH CO. IS AN EQUAL OPPORTUNITY / AFFIRMATIVE ACTION EMPLOYER © ABERCROMBIE & FITCH CO. 2012SDL2017","Columbus, OH",associate data analyst,5,Columbus, OH
Barefoot Proximity,"The Channel Integration team leads Barefoot Proximity’s work in the areas of analytics, data science, predictive modeling, media, search, and consumer research. Those who excel on the team are detail oriented, highly curious, proactive, and able to work both independently and as part of a team. We’re looking for a Specialist with 3+ years of experience in data science or predictive modeling. This team member will have an opportunity to work on everything from large, global, multi-agency clients to small, scrappy, two-person projects – contributing to projects including data science strategy through to model development, insight generation, and optimization.Key Responsibilities


Lead and execute data science projects for Barefoot Proximity’s clients, including capabilities such as marketing mix modeling and lead scoringLeverage data science work to generate insights for clients, including recommendations to improve ROI, media efficiency, and acquisition strategyDevelop optimized media and marketing plans for clients based on modeling capabilitiesOversee the development of client-ready reports, presentations, case studies, and other deliverablesParticipate in client-facing presentations and communicationWork with large multi-disciplinary teams (account, project management, creative, etc.) and also independently when needed


Requirements


3+ years of experience in statistics, data science, and/or predictive modelingThe ideal candidate would have advanced knowledge of attribution and predictive modeling techniques Advanced knowledge of Excel, Google Docs, PowerPoint, Keynote


","Cincinnati, OH",data manager,0,Cincinnati, OH
Battelle,"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow..

Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.

JOB SUMMARY

The selected candidate will work in our Advanced Missions Solutions group and solve complex engineering problems with prototype and deliverable hardware. They will have scientific experience in research areas such as physics, chemistry, materials science, materials engineering, ceramic science metallurgy, manufacturing and process engineering, polymer science/engineering, chemical engineering, and biophysics.

MAJOR RESPONSIBILITIES

Evaluate new materials, solve challenging problems, and provide technology assessments

Lead complex, multi-disciplinary projects for internal and external clients

Be primary lead on technical projects, working to keep them on schedule and within budget

Support the identification of technologies that contribute to supporting strategic direction and have a stainable market impact

Communicate project results to clients and appropriate professional communities

Train, mentor, and lead junior staff

Assist management in identifying specialized facilities to support technical areas

Participate in scientific conferences, peer review panels, and increases company visibility through publications

Lead and work effectively in team environments

Contribute to the commercialization of Intellectual Property through technical work

THE FOLLOWING IS REQUIRED

PhD in Material Science or equivalent with 8-10 years commercial/industrial/govt contractor experience

Expertise in polymers, composites and/or nanocomposites with core competencies in design of new material fabrication and innovation, formulation / process modifications, and structure property correlation

Strong written and oral communication skills and a history of working effectively in a team environment

Recognized as an expert in at least one material science domain, with knowledge in multiple domains

US citizen with the ability to obtain a Top Secret DoD clearance

LEGAL DISCLAIMER

The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelle's Legal Department.

BENEFITS

Battelle is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. For more information about our other openings, please visit www.battelle.org/careers","Columbus, OH",senior research scientist,5,Columbus, OH
Kognetics,"Job Description:

Pythondevelopers who can confidently work unassisted and deliver high qualitysolutions:
Strongprogramming experience in- Python
Strongbackground in data structures, algorithm complexities and object-orientedprogramming in- Python, with knowledge of at least one- Python- web framework(Django).
Stronghands-on experience as an individual contributor in Conceptualize.
Designand Develop new features in the product Experience with NoSQL technologies.
Handson experience with Cassandra and Redis is good to have.

Basic Qualifications:

Passion,commitment, resourcefulness, and a drive to continue learning are essentialprerequisites. For this role, we’re also looking for someone who meets thefollowing criteria:
B. Tech/PhD/ Master's Degree inStatistics, Mathematics, Computer Science, or equivalent; 5+ years of datascience mining experience;
","Gahanna, OH",data engineer,0,Gahanna, OH
JP Morgan Chase,"JP Morgan Chase

JPMorgan Chase & Co. (NYSE: JPM) is a leading global financial services firm with operations worldwide. The firm is a leader in investment banking, financial services for consumers and small business, commercial banking, financial transaction processing, and asset management. A component of the Dow Jones Industrial Average, JPMorgan Chase & Co. serves millions of consumers in the United States and many of the world's most prominent corporate, institutional and government clients under its J.P. Morgan and Chase brands. Information about JPMorgan Chase & Co. is available at http://www.jpmorganchase.com/.

Our Firmwide Risk Function

Our Firmwide Risk function is focused on cultivating a stronger, unified culture that embraces a sense of personal accountability for developing the highest corporate standards in governance and controls across the firm. Business priorities are built around the need to strengthen and guard the firm from the many risks we face, financial rigor, risk discipline, fostering a transparent culture and doing the right thing in every situation. We are equally focused on nurturing talent, respecting the diverse experiences that our team of Risk professionals bring and embracing an inclusive environment.

CCB Risk

Chase Consumer & Community Banking (CCB) serves consumers and small businesses with a broad range of financial services, including personal banking, small business banking and lending, mortgages, credit cards, payments, auto finance and investment advice. Consumer & Community Banking Risk Management partners with each CCB sub-line of business to identify, assess, prioritize and remediate risk. Types of risk that occur in consumer businesses include fraud, reputation, operational, credit, market and regulatory, among others

Customer Risk Data Analysts on the Data Infrastructure & Engineering team operate as the exploratory group for locating valuable information in data. They are responsible for identifying relevant data elements that exist within and outside of Chase, run analyses to transform and enrich the data, and construct the usable data into an optimally designed data products to be loaded into our analytics environment. They will also be responsible for owning the development and optimization of all Customer Analytical Data products in our analytic environment, including: conceptual, logical, physical and semantic design, testing, performance tuning, promotion to production support teams, and ongoing data quality management and maintenance.

Other responsibilities will include the following:

Ensure a robust and quality data environment is available to the CCB Risk Analytics organization.

Understand how data is created, transformed, and used within and across business processes

Develop logic for automated data validation

Manage table and field inventory to Risk requirements, such as adding or deleting fields, and implementing fixes and enhancements.

Maintain documentation

Customer Risk Data Analysts on the Data Infrastructure & Engineering team operate as the exploratory group for locating valuable information in data. They are responsible for identifying relevant data elements that exist within and outside of Chase, run analyses to transform and enrich the data, and construct the usable data into an optimally designed data products to be loaded into our analytics environment. They will also be responsible for owning the development and optimization of all Customer Analytical Data products in our analytic environment, including: conceptual, logical, physical and semantic design, testing, performance tuning, promotion to production support teams, and ongoing data quality management and maintenance.

Other responsibilities will include the following:

Ensure a robust and quality data environment is available to the CCB Risk Analytics organization.

Understand how data is created, transformed, and used within and across business processes

Develop logic for automated data validation

Manage table and field inventory to Risk requirements, such as adding or deleting fields, and implementing fixes and enhancements.

Maintain documentation

Customer Risk Data Analysts on the Data Infrastructure & Engineering team operate as the exploratory group for locating valuable information in data. They are responsible for identifying relevant data elements that exist within and outside of Chase, run analyses to transform and enrich the data, and construct the usable data into an optimally designed data products to be loaded into our analytics environment. They will also be responsible for owning the development and optimization of all Customer Analytical Data products in our analytic environment, including: conceptual, logical, physical and semantic design, testing, performance tuning, promotion to production support teams, and ongoing data quality management and maintenance.

Other responsibilities will include the following:

Ensure a robust and quality data environment is available to the CCB Risk Analytics organization.

Understand how data is created, transformed, and used within and across business processes

Develop logic for automated data validation

Manage table and field inventory to Risk requirements, such as adding or deleting fields, and implementing fixes and enhancements.

Maintain documentation

Bachelor’s Degree in related business, technical, or quantitative field with 5 years of relevant experience or Master’s Degree with 3 years of relevant experience

Minimum 4 years data management experience required, preferably in a lending environment.

Minimum 4 years’ experience required with one or more of the following applications: SQL or similar data mining tools.

Experience with Unix, and at least one of: R, Hive, SparkSQL, Sqoop, or other query languages working with data in the HADOOP environment.

Knowledge of the credit lending lifecycle, including origination, sale/servicing, default management / loss mitigation, preferred.

Familiarity with data warehousing concepts and techniques.

Experience working in large-scale corporate Data Ecosystems resolving inconsistencies and challenges in the data

Experience working with enterprise databases such as Oracle, DB2 and Teradata

Excellent presentation and facilitation skills

Excellent oral and written communication skills","Columbus, OH",data analyst,4,Columbus, OH
Olon Ricerca Bioscience LLC,"Essential Responsibilities

Work in a cGMP API stability laboratory.

Coordinate the timely and compliant generation of data to support client projects.

Perform OOS investigations, root cause analysis, author stability protocols and reports.

Review of stability protocols and reports

Review data for technical content and regulatory compliance.

Manage laboratory inventory, environmental chamber and information systems.

Interact with clients to design appropriate API and drug product batch release and stability studies.

Develop and maintain expertise with all appropriate ICH, FDA and EMEA guidelines.

Requirements Educational Qualifications

Minimal requirement a B.S. in chemistry (or related discipline) with 3+ years related analytical laboratory experience or equivalent combination of education and experience is required. Relevant experience in good manufacturing practices (cGMP) and laboratory quality control or stability is required.

Specific Skills and Requirements



Experience in standard lab instruments (HPLC, analytical balances, pH meter, etc.)
Familiarity with ICH stability guidelines is preferred
Experience with lab procedures (assay and impurities, dilution, etc.)
Be proficient in Microsoft Excel and Word
Experience with TotalChrom and ChemStation a plus
Experience with out of specification investigations, root cause analysis, would be preferred but not required
Must have basic knowledge of arithmetic, algebra, and statistics
Must be able to communicate effectively with clients and personnel
Must be able to effectively multitask

Olon Ricerca Bioscience LLC. is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected Veteran status.","Concord, Clermont, OH",chemist,0,Concord," Clermont, OH"
"UES, Inc.","Job Description:

UES, Inc. has an opportunity available for a Research Scientist to join our team working at Wright Patterson Air Force Base in Dayton, OH. The Research Scientist will focus in the field of flexible, stretchable, and/or integrated hybrid electronics. Specific topics of interest include, but are not limited to, direct write and other 3-D printing approaches for functional devices, novel design, assembly and integration approaches for multifunctional electronics, materials and processes for flexible and stretchable electronics, nanostructured materials for high performance, flexible, and printed batteries, and nanodielectrics for energy storage applications. The ability to develop systematic experimental studies that address fundamental questions of material behavior is required. Experience with electronic materials and device processing, fabrication, and characterization is preferred.

Requirements:

Ph.D. in Materials Science & Engineering, Electrical Engineering, Mechanical Engineering, Chemistry, Physics, or a related field of study

The ability to develop systematic experimental studies that address fundamental questions of material behavior is required

Experience with electronic materials and device processing, fabrication, and characterization is preferred

This position is working within a government facility and requires U.S. Citizenship

Additional Information

UES, Inc. is an innovative science and technology company providing customers with superior research and development expertise for over 40 years. Our long-term success is a direct result of a strong commitment to the success of our employees. We look forward to reviewing your application.

UES is firmly committed to Equal Employment Opportunity (EEO) and prohibits employment discrimination for employees and applicants based on his or her age, race, color, pregnancy, gender, gender identity, sexual orientation, national origin, religion, marital status, citizenship, or because he or she is an individual with a disability, protected veteran or other status protected by federal, state and local laws.","Dayton, OH",research scientist,2,Dayton, OH
