company|description|position|reviews|City|State
Battelle|"We are currently seeking a Data Scientist II. This position is located in Columbus, OH

Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail, and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow.

Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.

JOB SUMMARY

Battelle's Advanced Analytics supports government, academic and private industry clients in the areas of healthcare, national defense, environmental, transportation, and energy. Someone in this role is expected to:

Perform sophisticated modeling and analyses of datasets in order to answer specific research questions

Determine appropriate methods, fill in technical details, identify problems and implement solutions, and develop new methods if necessary

Oversee others in extracting data from existing databases or literature and prepare data for data analysis using statistical and machine learning methods

MAJOR RESPONSIBILITIES

Participate in multiple, assigned research projects with minimal supervision and within time and budget constraints

Organize data from many different types of sources and at significantly varying scales for subsequent analysis

Critically evaluate data for quality measures such as completeness, accuracy, and applicability, applying understanding of relevant research area nomenclature

Solve unusual problems using a combination of appropriate statistics, machine learning, and computational methods

Create technical reports and presentations, describing results with tables, graphs, and software tools in a manner that the client can understand

Present research results to clients and participate in scientific conferences, peer review panels, and increase company visibility through publications

Build relationships with internal and external clients

Support business development efforts led by others

Plan and carry out appropriate professional self-development activities

Perform other duties as assigned

THE FOLLOWING IS REQUIRED

Master's Degree in Statistics, Machine Learning, Mathematics, Computer Science, or Electrical Engineering (with a data analysis focus) or relevant related field OR Bachelor's with at least 2+ years experience.

Expertise in manipulating and analyzing data (e.g., regression, classification, machine learning methods, mixed and generalized linear models, time series analysis, longitudinal methods, Bayesian methods)

Programming experience in R, Python, and/or Matlab

Strong analytical, multi-tasking, problem solving, organizational, and planning skills

Excellent oral and written communication skills

Attention to detail and adaptability

Ability to obtain and maintain a goverment security clearance, or current active clearance.

THE FOLLOWING IS DESIRED

Experience with other statistical languages, such as Stata or SAS

Experience with C, C++, C#, Java, or similar programming languages

Demonstrated machine learning experience

Experience either as an intern, a research assistant, or an applied project consultant, demonstrating capabilities in data analysis and programming.

Ability to write and understand scientific algorithms

LEGAL DISCLAIMER

The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelle’s Legal Department.

BENEFITS

Battelle’s competitive benefits program includes comprehensive medical and dental care, matching 401K, paid time off, flexible spending accounts, disability coverage, and other benefits that help provide financial protection for you and your family.

Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. Our goal is for each staff member to have the opportunity to grow to the limits of their abilities and to achieve personal and organizational objectives. We will support positive programs for equal treatment of all staff and full utilization of all qualified employees at all levels within Battelle.

For more information about our other openings, please visit www.battelle.org/careers"|data scientist|5|Columbus| OH
Fractal Analytics|"Job Description:

Expected to lead & deliver an analytics program based out of client location (Columbus, Ohio). This will include problem solving, advanced analyses, model development, optimization & deployment and compelling visualizations to make the solutions scalable. The Engagement Manager will effectively collaborate with Account owner and lead a team of data scientists to manage, consult and deliver end to end solution.

Responsibilities:

SPOC for client stakeholders

Developing business cases to justify rationale for various analytics initiatives & build project pipeline

Hands-on problem solving, advanced analysis, solution development, optimization & deployment (model and/or dashboard

Presenting analyses outputs to client(s)

Managing day-to-day project deliverables either independently and/or in close coordination & collaboration with offshore team

Client communication

Project/Program Management

Ensure regular client updates & project review meetings

Thought leadership/partnership

Client management and relationship development

Sales support & account growth

Firm building initiatives including coaching & grooming the team on various themes/topics.

Traveling upto 50% required.

Qualifications:

8+ years of overall experience with at least 4-5 years of rigorous hands on work pertaining to (but not limited to) problem solving, advanced analysis, model building, optimization, dashboarding, operationalizing developed solutions, etc.

Graduate or Under-graduate degree holder in Statistics/Mathematics/Economics/Science/Engineering/Business Management

Any industry certification(s) related to Data Science techniques & platforms/Big Data technologies/Visualization tools/Program management

At least 2-3 years working experience in P&C Insurance domain

Must have skills:

Knowledge of P&C insurance specially in Underwriting, Pricing and Claims

Hands-on experience in SAS and R/Python (2+ yrs), SQl (2+), Machine Learning / Deep Learning (2+ years)

Strong presentation and communication skills

Project Management (scope, schedule, risks, issues)

Good to Have:

Actuarial Science knowledge

xVhbZ0UrXa"|lead data scientist manager|0|Columbus| OH
Battelle|"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail, and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow.

Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.

The Battelle Advanced Analytics group is seeking a Data Scientist to join a team of researchers. Advanced Analytics supports government, academic and private industry clients in the areas of healthcare, national defense, environmental, transportation, and energy. This position is located in Columbus, OH.

JOB SUMMARY

The Data Scientist III will Research, Identify, Develop, Apply, Defend and Document mathematical and statistical methodologies to for challenges associated with experimental design, observational studies, and system modeling. The Data Scientist III role is primarily focused on the following tasks:

Lead the development and implementation of sophisticated modeling and analysis activities

Provide direction and oversight to data management, acquisition, and routine or established analysis activities performed by more junior data scientists

Assist larger study teams in integration of analytics solutions into software or by technical documentation as part of scientific study reports

Present and defend proposed analytical solutions and subsequent analysis results to internal project teams, external clients, and third parties (e.g., auditors, peer review panels)

MAJOR RESPONSIBILITIES

Participate in multiple, assigned research projects with minimal supervision and within time and budget constraints

Organize data from many different types of sources and at significantly varying scales for subsequent analysis

Critically evaluate data for quality measures such as completeness, accuracy, and applicability, applying understanding of relevant research area nomenclature

Solve unusual problems using a combination of appropriate statistics, machine learning, and computational methods

Create technical reports and presentations, describing results with tables, graphs, and software tools in a manner that the client can understand

Present research results to clients and participate in scientific conferences, peer review panels, and increase company visibility through publications

Build relationships with internal and external clients

Support business development efforts led by others

Plan and carry out appropriate professional self-development activities

Perform other duties as assigned

THE FOLLOWING IS REQUIRED

PhD in Statistics, Machine Learning, Mathematics/Applied Mathematics, Computer Science, or Electrical Engineering (with a data analysis focus) or relevant related degree; MS with at least 3 years of demonstrated strong data science experience

Demonstrated proficiency in manipulating and analyzing data (e.g., regression, classification, machine learning methods, mixed and generalized linear and non-linear models, time series analysis, longitudinal methods, Bayesian methods, parametric and non-parametric estimation)

Programming expertise in R, Python, and/or Matlab

Strong analytical, multi-tasking, problem solving, organizational, and planning skills

Demonstrated excellent oral and written communication skills

Demonstrated attention to detail and adaptability

Must possess or be eligible to obtain a Government Security Clearance.

THE FOLLOWING IS DESIRED

Experience with other statistical languages, such as Stata or SAS

Experience with C, C++, C#, Java, or similar programming languages

Demonstrated machine learning experience

LEGAL DISCLAIMER

The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelle’s Legal Department.

BENEFITS

Battelle’s competitive benefits program includes comprehensive medical and dental care, matching 401K, paid time off, flexible spending accounts, disability coverage, and other benefits that help provide financial protection for you and your family.

Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. Our goal is for each staff member to have the opportunity to grow to the limits of their abilities and to achieve personal and organizational objectives. We will support positive programs for equal treatment of all staff and full utilization of all qualified employees at all levels within Battelle.

For more information about our other openings, please visit www.battelle.org/careers"|data scientist|5|Columbus| OH
Fractal Analytics|"Job Description:

Expected to be the Senior Data Science for the analytics program based out of client location (Columbus, Ohio). This will include problem solving using best-in-class ML/DL/optimization/forecasting methodologies & techniques. The Senior Data Scientist will collaboratively work along with senior Engagement Managers & onsite data scientists both from Fractal and Client side.

Responsibilities:

Senior Data science for the engagement

Conceptualize, design and develop high-quality solutions and insightful analyses using advanced ML/DL techniques

Conduct research and prototype innovations; data and requirements gathering; solution scoping and architecture; consulting clients and client facing teams on advanced statistical and machine learning methodologies

Hands-on delivery AIML based solutions around a host of problems in Insurance industry, with some of them being pricing model building, Underwriting Risk Selection, Claims Fraud model, propensity models, etc.

Be a trusted thought leader & partner for client's AIML needs

Coaching & grooming the team on the latest developments in the field of data science

Author, publish & present data science specific white papers/articles in industry leading journals & conferences

Traveling upto 50% required.

Qualifications:

6-7 years of overall experience working with data science methodologies & techniques like dimensionality reduction (PCA, Factor Analysis, etc.), clustering (supervised, unsupervised), time series forecasting, optimization, parametric modelling (SEM, GLM, GLMM, etc.), ML (tree based learners like RF, GBM, XGBOOST, CATBOOST, etc.), BBN, Neural Networks (ANN, CNN, RNN, etc.), DL, RL, Transfer learning, text mining & NLP, etc.

Graduate or Under-graduate degree holder in Statistics/Mathematics/Economics/Science/Engineering/Business Management

Any industry certification(s) related to Data Science techniques (DL, RL, NLP, etc.) & platforms (SAS, R, Python, Spark, etc.), and Big Data technologies (AWS/MS Azure/GCP)

P&C Insurance domain knowledge preferredAt least 2-3 years working experience in P&C Insurance domain

Must have skills:

SAS & R/Python (4+ yrs), SQl (2+), Machine Learning (3+ years)

Good to Have:

Deep Learning and NLP

Knowledge of Pricing, Underwriting and claims in insurance

1uHyLh1gki"|senior data scientist|0|Columbus| OH
Cardinal Health|"Headquartered in Dublin, Ohio, Cardinal Health, Inc. (NYSE: CAH) is a global, integrated healthcare services and products company connecting patients, providers, payers, pharmacists and manufacturers for integrated care coordination and better patient management. Backed by nearly 100 years of experience, with more than 50,000 employees in nearly 60 countries, Cardinal Health ranks among the top 20 on the Fortune 500.

We currently have a career opening for a Data Scientist - Machine Learning Architect.

Department Overview

Enterprise Architecture (EA) group creates technical strategies and road maps to meet current and anticipated business need as efficiently as possible adding speed and optimal-cost solutions in support of our growing business. The Information and Machine Learning (ML) Architecture group within EA supports business innovation by pursuing emerging technologies (such as ML) and turning them into differentiating business capabilities.

Job Overview

Identify opportunities for Cardinal Health to expand horizontally or vertically and expand our role in the healthcare ecosystem. Create and deliver new / enhanced business value at Cardinal Health by influencing and leading change of the Machine Leaning domain across Business and IT. Establish a deep understanding of the functional and technical aspects of Machine Learning in order to create architectures, establish frameworks, guide project decisions, designs and investment to increase speed to market and efficiency of changes.

Contributes to the EA and Enterprise Information Technology as a visible technical leader by contributing to talent acquisition and development; establishing new & innovative solutions to maximize business value and effectiveness as well as contributing to areas outside area of responsibility when needed.

Additional Responsibilities



Designing and developing machine learning and deep learning systems.
Implementing appropriate ML algorithms. Running / training machine learning tests and experiments.
Take current problem domain and architect / design solutions that solve immediate business need, meet current standards and support principles and related reference architectures.
Diagnose business need, analyze business process, data flows, IT / technical artifacts and extract understanding of how the system or business process works as input into projects / solutions.
Work across diverse teams, perspectives and opinions and quickly build consensus.
Work with ML approaches, models and solution options. Expert level of understanding of the Machine Learning Domain over time.
Uses deep subject matter/functional expertise, influence and process skills to help internal/external customers and stakeholders identify and meet their high priority needs while considering cultural and diversity implications.
Encourages informed risk-taking and acts as a catalyst for innovation at Cardinal Health; generates practical, sustainable and creative options to solve problems and create business opportunities, while maximizing existing resources.
Proactively develops, maintains and evangelizes technical knowledge in Machine Learning and adjacent technologies. Keeps up-to-date on current trends and best practices.
Performs assessments and listens to internal/external customers to understand and anticipate their needs and determine their priorities in the context of the overall enterprise.

Accountabilities in this role:

Responsible for functional and technical understanding of the Machine Learning technologies (Google's Cloud Platform, custom and COTS-embedded) and practice across Cardinal Health's large, complex and diverse landscape.
Identify high-value ML business opportunities and work with Business and IT stakeholders to realize business benefit.
Scale Machine Leaning expertise and practice throughout Cardinal Health.
Establish development and delivery best practices in order for ML implementations to minimize rework and maintenance cost. Build ML architectures that work at Cardinal Health scale.
Assist in implementation of ML related efforts to ensure their operational viability.
Establish buy vs build guidance.
Assist skill uplift across the IT enterprise.
Lead selected projects in order to translate business requirements into technical specifications and implementation detail.
Understand and enable Cardinal Health business via an efficient and effective ML practice that provides ML solutions and outcomes at the most efficient cost.
Ensure effective designs and quality deliverables in the ML space by designing and developing machine learning and deep learning systems, running machine learning tests and experiments, implementing appropriate ML algorithms
Maintain a solid understanding of up and downstream impacts implementing solutions using ML technologies.
Troubleshoot technical issues within ML platforms when needed.
Engage early in project efforts in order to analyze current solutions, provide solution options and recommendations, understand business process impact, provide accurate estimates,
Aide adoption of ML solutions within the business by conducting training, coordinating demos.
Support and influence delivery operations within platforms by continually looking for opportunities to streamline delivery, increase business value and measure platform value via metrics and measures.
Build ML solution architectures (often incrementally) that aligns requirements, reference architectures design patterns and technology standards to achieve solution agility and speed to implementation.
Weigh Risk & ROI against schedule & budget considerations and provides solution recommendations.
Ensure projects are delivered in-line with ML Reference Architecture, road map and to the defined standards and best practices.
Partner with PMO, EA, Shared Services, SAP CoE and project teams to develop and implement plans and procedures to achieve ML Solution delivery goals.
Support the creation of IT strategies and road maps within the ML domain based on business strategy, business and IT trends, and current and future architectures.
Effectively communicate and influence others towards future state solutions and architectures. Evangelize the purpose and value of Machine Learning solutions.
Partner with application, information, integration, and infrastructure architects to help position appropriate usage of technology for segment solutions.
Performs complex analysis of system capabilities and provides consultation on ML solutions to various stake holders.

Qualifications

Required:

Proven Machine Learning experience and involvement in packaged platform delivery and management.
Exposure and experience with Machine Learning and related technologies such as Tensorflow Python, Torch, Amazon SageMaker, Jupiter Notebooks.
Proven experience as a tech lead or architect.
Understanding of data engineering and integration concepts.

Preferred:

Masters Machine Learning, PhD in Physics, Economics, Applied Mathematics, Computer Science, ML.
3+ years in the distribution or Healthcare industry and knowledge of their business practices.
Delivery experience with Google Cloud Platform.
Delivery of related information software solutions such as data warehouses and integration platforms.
Agile development skills and experience.

Education or Equivalent:

Undergraduate degree in computer science, mathematics or related field. An MBA or advanced technical degree is a major plus.


Cardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status.SDL2017"|data scientist|5|Dublin| OH
Root Insurance Company|"Telematics is at the heart of our product; it’s how we develop a deeper understanding of our customers’ risks in order to competitively price our premiums. Our telematics data scientists are the minds behind the algorithms used to predict the risk of a driver. Diving into our immense pool of sensor data, they research and design new features to enhance our scoring models. They theorize new sources of information to pull from and how we can blend them with what we have, continuously improving our understanding of a driver’s risk.

Root is seeking a data scientist for our telematics team to help determine insurance pricing through the utilization of smartphone sensor data. In this role, you’ll work with time-series sensor data (especially accelerometer/gyroscope) in order to determine risky driving behavior, running these results through a series of algorithms to create our driving score. This role will be heavily involved with data acquisition, processing, and application of machine learning models, as well as pulling data from both new and familiar sources to quickly evaluate its efficacy.

Responsibilities:

Improving our telematics algorithms

Inferring brakes, turns, and distracted driving from sensor data / distinguishing driver from passenger and other modes of transit / other new and interesting features predictive of driving risk

Identifying, evaluating, and productionizing new data sources (e.g. geospatial data, web scraping, cell phone sensors)

Building anomaly detection models to determine unexpected trends in data, issues with data quality, etc.

Qualifications:

2+ years industry experience building predictive models in statistics, physical sciences, engineering, or other technical disciplines OR graduate-level research in relevant fields

Strong programming skills (preference of Python OR R)

Advanced background in signal processing, including sensor data, time series methods, filtering, etc

Experience with at least some of the following: geospatial data tools, web scraping, merging with large external data sources

Demonstrated experience in building, validating, and leveraging machine learning models

Preferences:

Experience with sensor fusion, in particular using mobile sensor data and corresponding APIs (e.g. iOS core motion/location)

Experience using big data tools (e.g. Hadoop, Spark) and cloud computing (AWS preferred)

Experience with version control (git/GitHub preferred)

Advanced knowledge of physics, linear algebra, probability/statistics

Get in touch

Finding the right people to help us build Root is a top priority. Whether you would like to explore the possibility of working together or simply learn more about the position, we’d love to hear from you!

Why join Root? Because we believe the best way to move the world forward is the relentless pursuit of ideas. We build things that ought to exist, but would not exist, if we were not building them. We do this through immense dedication to our craft, an unwavering focus on our fellow human beings, and a maniacal obsession with the quality of our creations. Problems stick in our craw, and we don’t let them go until we solve them. We believe in the scientific process and know that experimentation is the best way to find truth. We don’t hold ideas down no matter how crazy they may seem. We foster them, nurture them, and unceasingly test them. If you are the kind of person that loves tackling big problems with a collaborative group of people until you find solutions, you belong here.

We believe our customers deserve insurance that is:

Fair. We lean on data, not demographic labels.

Affordable. We base rates on good driver performance.

Personal. We give our customers the power to affect their rates.

Easy. We create an intuitive experience.

Accessible. We make information clear.

Beyond. We are never, ever satisfied with the status quo."|data scientist|3|Columbus| OH
Seamless.AI|"Seamless.AI delivers the world’s best sales leads. Maximize revenue, increase sales and acquire your total addressable market instantly using artificial intelligence. Join us on our rocket ship to impact 1 billion people and add to our 20,000 companies and users who are generating hundreds of millions in sales for free at Seamless.AI. Request a demo here

The Data Scientist will be the ‘go to person’ on our rapidly expanding engineering team solving all our data science challenges for billions of data points related to the world’s business contacts and company profiles. The primary role of the data scientist is to improve the accuracy of our data recommendations that predicts every professional’s emails, phone numbers and websites with the highest level and degree of accuracy possible. This person will have an opportunity to solve significant data problems that are positively impacting millions of business professionals and helping the world connect to opportunity and each other faster than ever before.

Responsibilities

Develop the strategy and execution roadmap to improve our company records data set and make recommendations to improve our company profile data accuracy

Develop the strategy and execution roadmap to improve our contact records data set and make recommendations to improve our contact profile data accuracy

Build and release models that elevate our data quality and accuracy

Work with enormous data sets to find correlations and signals amongst all the noise to improve our contact profile and company profile prediction accuracy. Our database has billions of records extracted from the web.

Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, etc.

Collaborate with colleagues with engineering, QA and business backgrounds

Build, measure, analyze and optimize machine learning and statistical models that will have a direct impact on the Seamless.AI contact and company profiles.

Identify and communicate opportunities to apply data science and machine learning to product design and processes.

Identify, communicate, and create innovative solutions for product design, processes, and business problems by using advanced machine learning, statistical modeling and optimization techniques.

Test and evaluate the quality of algorithms using statistical methods.

Experiment, review, and improve the existing analytics and machine learning models as Seamless evolves.

Lead internal tactical and strategic projects and reports project progress for quality, deliverables and cost to VP of Operations.

Work together with engineers, technical project managers, and subject matter experts, to gather requirements and improve our customer experience using machine learning and data science.

Mentor and guide other team members and colleagues in the domain area as owner of data science projects end-to-end.

Minimum Qualifications:

3 - 5+ years of professional (not academic) experience in data science and/or big data.

Expert knowledge of data science, predictive modeling, statistics and machine learning in general.

Deep experience with algorithms, statistics, and data analytics.

A Data Geek – we’re looking for people who love data, and who are comfortable working with numbers and patterns. If you like to solve puzzles in your free time, this is the right opportunity for you!

Experience/knowledge in our more major technical & programming languages and cloud computing (Node.JS, PostgreSQL, AWS)

Strategic thinker and problem solver to develop data science strategies as a principal data scientist.

Background in making impactful data decisions with hundreds of millions of data points quickly and efficiently.

Analytical and detail oriented with the ability to prioritize, execute and deliver projects accurately and on time.

Committed leader and team player who can work autonomously in data science responsibilities, be proactive, take ownership over the success of their projects, and work hard to support those around them.

Drive and leadership skills to help build and manage team of data analysts.

Must be comfortable with unstructured, fast moving and constantly evolving high growth environment.

Solid communication and writing skills to effectively communicate with business and data science leaders on project status, timeline, strategy, ideas and technical results.

Self-motivated and able to work efficiently with both on-location and remote teams.

M.S. focused on Data Science or related field

Desired but not required:

Knowledge and experience in marketing channel optimization, customer behavior/journey modeling and prediction, product recommendation systems, online testing and etc. is highly desired.

Background in handling multi-terabyte size datasets in the cloud.

Proficient in computer software development, web development and engineering.

Experience working with distributed systems and grid computing.

Data security knowledge, risk, compliance (ie. GDPR, etc…).

Experience working in online products or SaaS based products.

Prior work at a fast paced early stage start up.

Disclaimer: This is a full-time position that ideally be located in our Columbus, Ohio office. We are open to assisting with relocation and willing to discuss US remote for the right candidate. Visa Sponsorship is not included in our hiring package. Applicants will need to be authorized to work in the US.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

No Recruiters. This is an internal position our internal team is hiring for.

Pay, Perks & Such:

At Seamless, we love to celebrate our diverse group of hardworking employees and it shows. We’re proud to say Seamless.AI was recognized as a one of the Top Most Promising and Fastest Growing Start up by VentureOhio. Our CEO, Brandon Bornancin, was also named 2018 Sales Development Thought Leader of the Year. We pride ourselves on our collaborative culture that pervasive throughout every step of a Seamless employee’s journey. Starting with our interviews and continuing through Daily Standup sessions, collaboration is at the heart of working at Seamless.

We offer a full slate of benefits including competitive salaries, world-class health benefits, flexible vacation time, paid time off, a dog friendly office, remote flexibility and numerous other benefits to improve company culture/morale. And… we offer some not-so-standard, extra-fun benefits, including learning & development programs to improve your skills, an office ping-pong table, pool table, arcade basketball, DJ booth, and of course, fully stocked fridges and free coffee. :)

Take the chance to contribute to an upbeat, fully engaged culture that’s addicted to winning. We value diversity and believe forming teams in which everyone can be their authentic self is key to our success. We encourage people from underrepresented backgrounds and different industries to apply. Come join us, and find out what the best work of your career could look like here at Seamless.

Disclaimer: This is a full-time position that ideally would be located in our Columbus, Ohio office but for the right candidate we would be open to full US remote. We are open to assisting with relocation and willing to discuss for some positions. Visa Sponsorship is not included in our hiring package. Applicants will need to be authorized to work in the US.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

No Recruiters. This is an internal position our internal team is hiring for."|data scientist|5|Columbus| OH
UES|"UES Inc. has an opportunity available for a Scientist, focused in Machine Learning for Additive Manufacturing, to join our team working at Air Force Research Laboratory, Wright Patterson Airforce Base in Dayton, OH. The Scientist will develop data-agnostic framework for ingesting, processing and analyzing data related to metallic additive manufacturing processes, including in-situ monitoring and ex-situ characterization data, with a focus on autonomously informing part quality. State of the art artificial intelligence and machine learning tools will be developed and utilized to both predict part quality and maker real time updates to the build parameters to optimize microstructure. This individual will collaborate with a team of scientists to help develop these tools, including designing strategies for data management and transfer to extend the capabilities of HyperThought™ an ICMS collaboration tool.

Requirements:

An advanced degree in a mathematics, physics, computer science, or related engineering field is required (MS + 2 years relevant experience, or a Ph.D.)

Experience with data analytics, machine learning and artificial intelligence is required

Image and signal processing experience

Experience with programming, with preferred languages Python/C++

Experience with toolsets such as: scikit-learn, PyTorch/TensorFlow, HDF5, OpenCV Fiji are preferred

This position is working within a government facility and requires U.S. Citizenship

Additional Information

UES, Inc. is an innovative science and technology company providing customers with superior research and development expertise since its inception in 1973. Our long-term success is a direct result of a strong commitment to the success of our employees. We look forward to reviewing your application.

UES, Inc. is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. U.S. Citizenship is required for most positions."|data scientist|5|Dayton| OH
Signet Jewelers|"This role supports all aspects of Signet North America through data management, reporting and strategic analytics. Works closely with leadership to develop reports and analytic insights with the goal of increasing revenue, lowering costs, and creating efficiencies. Supports Signet’s ACE (Analytics Center of Excellence) Community by acting as subject matter expert for the company’s preferred BI tools (Alteryx and Tableau) and engaging with other analytical team members to increase their knowledge of data and analytics.

Major Responsibilities/Essential Functions:

Understand and prioritize business problems and identify ways to leverage data to recommend solutions to business problems. Organize and synthesize data into actionable business decisions, focused on insights. Visualize complex data sets, draw conclusions and relationships, and develop actionable recommendations. Provide insight into, trends, financial and business operations through data analysis and the development of business intelligence visuals.

Work with advanced business intelligence tools to complete complex calculations, table calculations, geographic mapping, data blending, and optimization of data extracts. Properly use linear and non-linear predictive models, and optimization techniques.

Develop dashboards and prepare executive level (or targeted audience) presentations to clearly articulate the results of the analysis. Explain, through strong communication skills and analytical analysis, the business value and expected impact of the work. Clearly and fluently translate technical findings to a non-technical team with quantified insights.

Partner with IT, the Data Governance Council, and the ACE Community to oversee the creation and management of the company’s EDW (Enterprise Data Warehouse). Use best practices from the larger Alteryx and Tableau community to review and certify analytical assets (Enterprise Macros and Analytical Apps) that can be utilized by the ACE community. This certification process will require working with analytical team members across the company to ensure data assets met certification standards for documentation, data validation, and end user experience.

Engage and collaborate with analytical team members across the company to increase the organization's analytical capabilities. This includes serving as a subject matter expert on BI tools and analytical techniques including, data blending, statistical modeling, automation of manual processes, and data visualization.

Position Qualifications:

Education Required: Master’s degree in Business, Analytics, Statistics, or similar field.

Required or Acceptable Job-Related Experience: Experience translating analysis results into business insights and recommendations.

Years of Job-Related Experience Required: 3 - 5 years

Technical/Other Skills Required: Advanced knowledge of various business intelligence tools including - Microsoft Excel, Access, Alteryx, and Tableau. Experience with statistical data analysis, such as linear models, multivariate analysis, and sampling methods. Experience with SQL, Python, Java, and R is plus.

Employee Contract Type"|data scientist|5|Akron| OH
Vertiv Co.|"Requisition ID: (1900002452)

Primary Location: United States-Ohio-Westerville

Job Function: Information Technology

Job Posting: Sep 24, 2019, 10:39:04 AM

Vertiv, a global leader in network power solutions, seeks a Data Scientist Intern at its Columbus, OH headquarters location. The successful candidate will perform duties such as:

Learn data types and values

Learn Vertiv rules of operation to safely add data to big data system

Create program, scripts, and code that extends initial ingestion efforts

Automate and extend ETL streams from remote device data and streams

Create ETL normalization models for re-use

Create User Interfaces for Operations dashboards and device performance

Extract Data from SQL systems

Create and Extract Revenue opportunities from natural language data

Document and Present results of 4-5 mini projects through summer

Refine machine data from our internal databases

PowerBI dashboards for operational status"|data scientist intern|5|Westerville| OH
JP Morgan Chase|"As a member of the Consumer Bank Marketing Analytics team, the analyst is responsible for measuring the effectiveness and driving the strategy of Chase’s Consumer Bank marketing campaigns. The results and learnings from the analyses, which seek to quantify both statistical and practical significance, are used to drive future campaigns and to optimize Chase’s multi-million dollar annual marketing spend. This individual will work in a fast-paced environment, consulting on experimental design and data collection, performing analysis and interpreting results as well as presenting results to senior management.

Candidate must possess excellent analytical skills with a minimum of 3 years of experience in applying statistical methods to real world problems. Experience analyzing the results of marketing efforts is preferred, as is Banking or Financial Services experience.

Applicant must possess advanced technical skills, with at least 3 years of experience with SQL and at least one of the following analytical tools: SAS, Python or R. Knowledge of visualization techniques for data analysis and presentation is also required. Experience with Tableau is preferred.

Candidate must have strong communication and presentation skills, with a demonstrated ability to effectively present results of complex analyses to senior management. Applicant should also have proven experience in a client-focused role and building relationships with key stakeholders.

A Master’s degree in a quantitative discipline is required."|data scientist|3|Columbus| OH
