City,State,Unnamed: 0,city,company_name,job_summary,job_title,region,state,state1,title
Broomfield, CO,50.0,,Oracle,"An understanding of cloud architecture patterns such as containerization, cluster computing, message queueing, data pipelines and workflows, etc.",Data Scientist Snr Manager,West,,Colorado,Data Scientist
Denver, CO,51.0,,Deloitte,"As a Senior Data Scientist, you will be tasked with solving end to end data problems.Experience with end-to-end Data Science solutions such as H2O Driverless…",Senior Data Scientist/Quantitative Consumer Marketer,West,,Colorado,Data Scientist
Broomfield, CO,52.0,,CenturyLink,"Python and/or R data script writing.The Data Scientist proactively identifies meaningful insights by executing data discovery, exploratory data analysis, and…",Senior Data Scientist,West,,Colorado,Data Scientist
Denver, CO,53.0,,Transamerica,"As part of the Advanced Analytics group, the Data Scientist works with product managers, data engineers, and other data scientists to develop innovative…",Data Scientist,West,,Colorado,Data Scientist
Denver, CO,54.0,,CitiusTech,"Knowledge of databases, data modeling, data normalization etc. is a must.7-10 years of experience in Data Analysis.Exposure to tools – SPSS, SAS, R, Python.",Data Scientist,West,,Colorado,Data Scientist
Denver, CO,55.0,,Pie Insurance,"As a Data Scientist, you will be an integral part of PIE’s product development and delivery teams, working closely and collaboratively with PIE insurance domain…",Predictive Modeling Manager/Data Scientist,West,,Colorado,Data Scientist
Broomfield, CO,56.0,,Vail Resorts,Vail Resorts is looking to hire a Principal Data Scientist to join our Data Science team.This role will report directly into the Director of Data Science.,Principal Data Scientist,West,,Colorado,Data Scientist
Denver, CO,57.0,,CitiusTech,"Healthcare data familiarity, especially around claims and clinical data, is highly desirable.CitiusTech's data science approach is based on 3 focus areas:",Lead Data Scientist,West,,Colorado,Data Scientist
Broomfield, CO,58.0,,CenturyLink,"The Data Scientist proactively identifies meaningful insights by executing data discovery, exploratory data analysis, and iteratively developing predictive and…",Lead Data Scientist,West,,Colorado,Data Scientist
Greeley, CO,59.0,,Pilgrim's,Evaluate data providers and evaluated data itself and the data analytical tools & Technology like for eg SAS.Solid technical and-on skills in machine learning …,DATA SCIENTIST MANAGER,West,,Colorado,Data Scientist
Golden, CO,60.0,,National Renewable Energy Laboratory,"Data Scientist for Materials Science.Experience in big data analytics on diverse, asynchronous data sets including experience in designing efficient and robust…",Data Scientist for Materials Science,West,,Colorado,Data Scientist
Greenwood Village, CO,61.0,,Empower Retirement,"Work with other data scientists to align methodology, data sources and share findings.Hands-on experience with statistical analysis, data mining and other…",Data Science Customer Experience,West,,Colorado,Data Scientist
Denver, CO,62.0,,InVision,Our team is in search of a Senior Data Scientist - Sales to help us change the way digital products are designed.,Senior Data Scientist - Sales,West,,Colorado,Data Scientist
Denver, CO,63.0,,Valen Analytics,"As a Data Scientist, you will be an integral part of Valen’s product development and delivery teams, working closely and collaboratively with Valen insurance…",Data Scientist,West,,Colorado,Data Scientist
Denver, CO,64.0,,Accenture,"Minimum pf 3 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL, data lake and…",Google Data Engineer,West,,Colorado,Data Scientist
Denver, CO,65.0,,Gates Corporation,Our Denver office is seeking to hire a passionate Data Scientist within the newly created Analytics and Data Science team.,Data Scientist,West,,Colorado,Data Scientist
Denver, CO,66.0,,"Amazon Web Services, Inc.","Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data.Experience in writing and tuning SQL.",Data Scientist - Nationwide Opportunities,West,,Colorado,Data Scientist
Buckley AFB, CO,67.0,,Booz Allen Hamilton,3+ years of experience as a data analyst or data scientist.Ability to manipulate and exploit data from structured and unstructured data sources.,"Data Analyst, Mid",West,,Colorado,Data Scientist
Denver, CO,68.0,,Deloitte,"Design and implements data tools for analytics and data scientist team members to help them in building, optimizing and tuning our product.",Data Engineer,West,,Colorado,Data Scientist
Denver, CO,69.0,,Deloitte,"As a Senior Data Scientist, you will be tasked with solving data problems end to end.Experience with end-to-end Data Science solutions such as H2O Driverless…",Senior Data Scientist,West,,Colorado,Data Scientist
Longmont, CO,70.0,,Seagate Technology,Job title: Business Data Scientist – Sr. Staff.Technically lead other business data scientists and data analysts.About the role – you will:,Business Data Scientist – Sr. Staff,West,,Colorado,Data Scientist
Denver, CO,71.0,,Decentrix,"As a data scientist, you create value by discovering actionable business insights and opportunities through scientific research and data-driven inquiry.",DATA SCIENTIST,West,,Colorado,Data Scientist
Boulder, CO,72.0,,Viola AI,"Python, R, and bash scripting is sufficient but we like to see skills in leveraging adjacent warehouses to build data driven applications.",Data Scientist,West,,Colorado,Data Scientist
Colorado Springs, CO,73.0,,LinQuest Corporation,Implement data solutions that integrate data access layers across systems.LinQuest is seeking a Data Scientist to join our team at our office in Colorado…,Data Scientist,West,,Colorado,Data Scientist
Denver, CO,74.0,,Aegon,"Work with product managers and data engineers to discover, collect, cleanse, and refine the data needed for analysis and modeling.What is a Future Fit mindset?",Data Scientist,West,,Colorado,Data Scientist
Denver, CO,75.0,,ICR,"Proficient in Python, R, Matlab, Lua, or other data science-centric programming language.Big Data technologies such as Hadoop MapReduce, HDFS, Apache Spark,…",Data Scientist,West,,Colorado,Data Scientist
Denver, CO,76.0,,ShaleApps,"Experience with Python, R, or other programming languages.You will get to work directly with our data science driven CEO, and a very strong team of data…",Data Scientist – Logistics Optimization Algorithms,West,,Colorado,Data Scientist
Chicago, IL,0.0,,KIPP Foundation,KIPP Chicago seeks a full-time Data Analyst for our Regional Data Team.Support regional compliance efforts by exporting and analyzing data from our data…,Data Analyst,Midwest,,Illinois,Data Analyst
Des Plaines, IL,1.0,,Magnum Insurance Agency,Experience with python for data analysis.Magnum Insurance Agency is currently seeking a Junior Data Analyst.1+ years of experience with MS SQL Server.,Junior Data Analyst,Midwest,,Illinois,Data Analyst
Chicago, IL,2.0,,Everywhere Wireless,Experience with scripting languages like Python and an expert level understand of utilizing Excel to organize and analyze data.,"Senior Data Analyst, Finance",Midwest,,Illinois,Data Analyst
Chicago, IL,3.0,,5thColumn,The Data Scientist / Data Analyst role will be directly responsible for the successful support and operations of our customer's data lake strategy.,Senior Data Scientist,Midwest,,Illinois,Data Analyst
Itasca, IL,4.0,,Top-Line Furniture,"Reconfigure data as necessary to conform to system requirements.Experience in VBA, R, SQL, or Python helpful, but not required.Minimum cumulative GPA of 3.2.",Business Data Analyst,Midwest,,Illinois,Data Analyst
Chicago, IL,5.0,,"Groupon, Inc.",The role of Data Analyst is to utilize the available processes to generate internal and external reporting.You're passionate about data and e-commerce.,"Data Analyst, New Graduate",Midwest,,Illinois,Data Analyst
Chicago, IL,6.0,,Journera,"A passion for data and finding the story that the data tells.Partner with Engineering and Data Science teams to clean and organize our data, and improve our…",Business Data Analyst,Midwest,,Illinois,Data Analyst
Chicago, IL,7.0,,SagaCity,Title :  Data Analyst - Python / SAS.Data Analytics/ Data Science background.Data Analyst (Python/SAS) –– Various Locations.,Data Analyst - Python / SAS,Midwest,,Illinois,Data Analyst
Chicago, IL,8.0,,VeoRide,At least 2 years of professional experience in an operations analyst or data analyst role.Drive data analysis projects to improve operational KPIs.,Data Operations Analyst,Midwest,,Illinois,Data Analyst
Chicago, IL,9.0,,Willis Towers Watson,Strong understanding of data and ability to distill complex raw data sets into easy to follow narratives.The role of the Data Analytics/Engineer will require…,Data Analyst/Engineer,Midwest,,Illinois,Data Analyst
Moline, IL,10.0,,Volt Workforce Solutions,"We are seeking a Data Analyst to work onsite at John Deere’s facility in Moline, IL.Experience with R or Python.Knowledge of Microsoft office products.",Data Analyst,Midwest,,Illinois,Data Analyst
Chicago, IL,11.0,,Everywhere Wireless,Experience with scripting languages like Python and an expert level understand of utilizing Excel to organize and analyze data.,"Senior Data Analyst, Finance",Midwest,,Illinois,Data Analyst
Chicago, IL,12.0,,TDS,"4+ years experience in Data Analytics, Data Science or equivalent (i.e. coding in SAS, Oracle, Tableau, Python or SQL).Facilitate evolution of Data Analytics:",Senior Data Analyst,Midwest,,Illinois,Data Analyst
Chicago, IL,13.0,,Shoprunner,"Experience with R or Python for data manipulation and analysis.Solid foundation with analytics, deep understanding of the details of how data is created and…",Senior Data Analyst,Midwest,,Illinois,Data Analyst
Peoria, IL,14.0,,Caterpillar,"Experience with conducting data analysis using data visualization tools (Tableau, Excel, PowerBI).Assist in interpreting data from warranty, quality and…","Corporate Part-Time Interns: Data Analytics / Data Analyst - Spring and Fall 2020 Internships - OPEN TO LOCAL PEORIA, IL. STUDENTS",Midwest,,Illinois,Data Analyst
Chicago, IL,15.0,,Noble Network of Charter Schools,Noble is looking for a Data Analyst (DA) to join our Network Support Team—a team dedicated to providing world-class service to our 18+ schools.,Data Analyst,Midwest,,Illinois,Data Analyst
