company,description,location,position,reviews,City,State
Amazon Corporate LLC,"Amazon Web Services is seeking an extraordinary Data Engineer to join the AWS Data Lake team.

Our teams take on some of the hardest scalability, performance, and distributed computing challenges the world. We process trillions of events per month using stream processing techniques (Kinesis), process billions of line items via map reduce (EMR) and handle artifacts through the latest in database technologies (DynamoDB and Aurora). We process big data and provide tools for customers to interactively understand their bills. We also provide the analytics that let customers handle billions of dollars of IT usage and spending. Because we sit at the nexus of all AWS services and interact directly with end-customers, we also work closely across all AWS teams to ensure that we offer a great customer experience.

The AWS Data Lake team's vision is to help customers handle the full life cycle of data at all levels of granularity, simplify data collection, integration, and aggregation of AWS data assets, and provide services (compute, storage, security) to access datasets at scale. We collect and process billions of usage and billing transactions every single day into actionable information in the Data Lake and make it available to our internal service owners to analyze their business and service our external customers.

We are truly leading the way to disrupt the data warehouse industry. We are accomplishing this vision by bringing to bear Big Data technologies like Elastic Map Reduce (EMR) in addition to data warehouse technologies like Redshift to build a data platform capable of scaling with the ever-increasing volume of data produced by AWS services. You will have the ability to craft and build AWS' data lake platform and supporting systems for years to come.

You should have deep expertise in the design, creation, management, and business use of large datasets, across a variety of data platforms. You should have excellent business and interpersonal skills to be able to work with business owners to understand data requirements, and to build ETL to ingest the data into the data lake. You should be an authority at crafting, implementing, and operating stable, scalable, low cost solutions to flow data from production systems into the data lake. Above all you should be passionate about working with huge data sets and someone who loves to bring datasets together to answer business questions and drive growth.

Basic Qualifications

This position requires a Bachelor's Degree in Computer Science or a related technical field, and 2+ years of meaningful employment experience.



2+ years of work experience with ETL, Data Modeling, and Data Architecture.
Expert-level skills in writing and optimizing SQL.
Experience with Big Data technologies such as Hive/Spark.
Proficiency in one of the scripting languages - python, ruby, java or similar.
Experience operating very large data warehouses or data lakes.
Proven interpersonal skills and standout colleague.
A real passion for technology. We are looking for someone who is keen to demonstrate their existing skills while trying new approaches.


Amazon is an Equal Opportunity Employer Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age","Seattle, WA",data engineer,2,Seattle, WA
Fred Hutch,"Overview


 Cures Start Here. At Fred Hutchinson Cancer Research Center, home to three Nobel laureates, interdisciplinary teams of world-renowned scientists seek new and innovative ways to prevent, diagnose and treat cancer, HIV/AIDS and other life-threatening diseases. Fred Hutch's pioneering work in bone marrow transplantation led to the development of immunotherapy, which harnesses the power of the immune system to treat cancer. An independent, nonprofit research institute based in Seattle, Fred Hutch houses the nation's first cancer prevention research program, as well as the clinical coordinating center of the Women's Health Initiative and the international headquarters of the HIV Vaccine Trials Network. Careers Start Here.

The Innovation Laboratory (iLab) at Fred Hutch is seeking a Masters- or PhD-level data scientist. The iLab is a new collaborative initiative of the Immunotherapy and Translational Data Science Integrated Research Centers (IIRC and TDS_IRC) with a mission to advance the introduction and development of new immuno-oncology research technologies. The iLab will spur in-house development and early adoption of novel techniques, including advanced single cell RNA spatial sequencing, T- and B-cell receptor sequencing, and other DNA/RNA-based technologies. The data scientist will work closely with lab personnel and immunotherapy researchers to develop data analysis methods for new technologies.

Over the past three years, Fred Hutch has launched three Integrated Research Centers (IRCs) to increase collaborative research across the Center and stimulate transformative cancer discovery. The IIRC, led by Dr. Stanley Riddell, and the TDS_IRC, led by Dr. Raphael Gottardo, have joined together and created the iLab to speed adoption of novel technologies, particularly those that generate large datasets of high utility to immunotherapy. The successful candidate will be embedded in the iLab, but will also have close ties to the Gottardo Lab and the TDS_IRC. The iLab will initially be housed in the Bielas Lab. Working closely with Drs. Bielas and Gottardo, the successful candidate will function with a high degree of independence as they manage daily activities. We see the integration of computational work within the iLab as an integral part of its success, providing computational innovation.

As a Fred Hutch strategic initiative, we value inclusion and a diversity of backgrounds and perspectives to inform our work. We believe in supporting each other through mentorship and providing resources for professional development. Given these values, we strive to make our recruitment and promotion processes fair and transparent. Therefore, we strongly encourage all individuals with an interest in the position to apply. To learn more about the IRCs: Immunotherapy ; Translational Data Science

We are seeking a Masters- or PhD-level data scientist to work with the iLab to develop workflows and data analysis pipelines, from novel genomics technologies developed in-house to collaboration with select industry partners. The data scientist may also support some projects more broadly, creating workflows and analyses that also include data sets generated outside of the iLab, clinical data, and other translation data sources. The ideal candidate will support large collaborative projects in a wide range of problems in oncology research and serve as a consultant/link between the iLab, laboratory and clinical scientists. The incumbent will collaborate with laboratory-based scientists, clinical investigators, biostatisticians, data scientists, programmers and computational biologists in two ways:

As member of the iLab, creating novel workflows and data analysis pipelines for novel technologies being tested and developed in the laboratory. As a contributing member on teams using novel technologies in the iLab, creating and using computational tools for analyzing clinical and pre-clinical samples.

Through these multi-disciplinary collaborations, the data scientist will support and expand opportunities to apply novel tools and technologies to innovative pre-clinical and clinical studies.  
Responsibilities


 

Consult with Fred Hutch researchers collaborating with iLab to solve their data science problems Manage and set scientific priorities across projects Develop and optimize computational pipelines to enable the integration and management of large and complex data sets generated in the iLab Test and potentially develop open-source software for reproducible research Interpret results from computational and statistical analysis Assist with study design and analysis of pre-clinical and clinical trials Participate in the dissemination of research findings Co-author manuscripts for publication 
 
Qualifications


 Data Scientist I - Bachelor's degree in bioinformatics, computational biology, biostatistics, statistics, computer science, or a related field and a minimum of 2+ years of hands-on data science experience

Data Scientist II - Bachelor's degree (Master's or PhD preferred) in bioinformatics, computational biology, biostatistics, statistics, computer science, or a related field and a minimum of 5+ years of hands-on data science experience

Data Scientist III - Bachelor's degree (Master's or PhD preferred) in bioinformatics, computational biology, biostatistics, statistics, computer science, or a related field and a minimum of 8+ years of hands-on data science experience

Minimum qualifications (all levels):

 Experience in analysis of next generation sequencing (NGS) data  Excellent programming skills (Python, R, C/C++, Java) including best software development practices (e.g. design, unit tests, documentation, code review)  Excellent interpersonal, oral and written communication skills  Strong work ethic  Ability to work in a team  Ability to manage multiple projects and to meet deadlines

Preferred qualifications:

 Experience in high-dimensional data, particularly with NGS and single-cell NGS (e.g. scRNA-seq)  Experience in cloud computing (e.g. AWS)  Experience in immunology 
 
Our Commitment to Diversity


  We are committed to cultivating a workplace in which diverse perspectives and experiences are welcomed and respected. We are proud to be an Equal Opportunity and VEVRAA Employer. We do not discriminate on the basis of race, color, religion, creed, ancestry, national origin, sex, age, disability, marital or veteran status, sexual orientation, gender identity, political ideology, or membership in any other legally protected class. We are an Affirmative Action employer. We encourage individuals with diverse backgrounds to apply and desire priority referrals of protected veterans. If due to a disability you need assistance/and or a reasonable accommodation during the application or recruiting process, please send a request to our Employee Services Center at (see application details) or by calling (see application details).  
","Seattle, WA",data scientist,5,Seattle, WA
Amazon Corporate LLC,"Want to teach machines to search for needles in a haystack? Ever wonder how you can keep the world's largest selection also the world's safest and legally compliant selection? Then come join a team with the charter to monitor and classify the billions of items in the Amazon catalog to ensure compliance with various legal regulations. The Classification and Policy Platform (CPP) team is looking for outstanding data scientists to build technology to automatically monitor the billions of products on the Amazon platform. We tackle complex problems in active learning, active teaching, ensembles, deep learning, and large-scale distributed systems.

As a Data Scientist in our AI research team, you will be responsible for data-driven improvements to our machine learning models. Your work will directly impact our customers in the form of products and services that make use of speech and language technology. You will:



Design, develop, and evaluate innovative ML/DL models to solve diverse challenges
Ensure data quality throughout all stages of collection/acquisition, annotation and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, etc.
Clean, analyze and select data to achieve goals
Analyze model performance to provide insights
Collaborate with colleagues from science, engineering and business backgrounds
Present proposals and results in a clear manner backed by data and coupled with actionable conclusions
Work with engineers to develop efficient data infrastructure for both offline and online use casesBasic Qualifications
Master's Degree in any quantitative discipline such as Statistics, Mathematics, Economics, Computer Science, Operational Research, or a related quantitative field
3+ years of experience working in Analytics / Business Intelligence environment
3+ years professional experience in modeling and statistical analysis of large data sets
Proven experience in working with databases and SQL in a business environment
Demonstrated use of analytical packages and query languages such as SAS, SPSS and SQL
Proven experience in design and execution of analytical projects
Demonstrated experience working in large scale databases and data warehouses
Track record of developing and implementing models using programming and scripting (Java, Python, R, Ruby, C/C++, or Matlab)


Amazon is an Equal Opportunity Employer Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age","Seattle, WA",data scientist,2,Seattle, WA
Amazon Corporate LLC,"The WW Operations Finance Analytics team is responsible for providing description, predictive and prescriptive analytics to boost financial reporting and forecasting. We are part of the fastest growing supply chain in the world and are building a finance analytics engine to suit. This is an exciting place to work, and provides a significant opportunity to influence senior leaders through science backed data.

As a Data Scientist, your work is focused on driving analytics and developing algorithms that provide insights into long term costing and revenue trends impacting our business. You will leverage your deep expertise in analytics - from theory-driven classic statistics to data-driven supervised and unsupervised ML models - to identify historical drivers of performance and develop advanced statistical growth forecasting models. You will partner with colleagues across Data Science, Finance, Economics, Software Dev, Business Intelligence and related teams to enable Operations engage ML to accurately forecast costs with a high confidence interval.

You will use all of this information to take an active role in the design, deployment, and continued analysis of our newly designed integrated financial forecasting and reporting system. This role is highly visible in WW finance organization and you will also need to be comfortable communicating with technical and non-technical stakeholders.

If you are passionate and curious about data, obsess over customers, love questioning the status quo, and want to be a primary player in transforming corporate finance, this is the perfect place for you.

Basic Qualifications



Master's degree in a discipline with predominantly quantitative aspects, e.g. data science, statistics, or a quantitative research degree.
Knowledge of a variety of quantitative modeling techniques, e.g., logistic regression, decision trees, SVMs, neural networks, graph theory
Proficiency in command line tools.
3+ years experience in R or Python.
SQL experience 3+ years; experience with Redshift preferred.
Experience with algorithm development
Demonstrated experience working with new technology while working closely with research scientists, software developers, and technical professionals from product conception to implementation.
Ability to influence teams of business managers, research scientists, software developers, and product managers to innovate and to deliver against aggressive targets.


Amazon is an Equal Opportunity Employer Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age","Seattle, WA",data scientist,2,Seattle, WA
"Amazon.com Services, Inc.","We are looking for Data Scientist who has a passion for their customers and a passion for working with data. You like working with your customers, understanding their challenges, and partnering with them to invent great solutions. You like working with large data sets, and bringing data together from multiple systems to answer critical business questions and drive change. You are analytical and creative. You should also have the following skills or experiences:



3+ years developing end-to-end analytics solutions: data modeling, reporting and insight recommendations
3+ years in relational database concepts with a solid knowledge of SQL, Big Data technologies
Advanced Degree in Statistics, Economics, Operations Management, Finance, Computer Science, or a related field
3+ years’ experience in Data Analysis, Business Analytics, Business Intelligence, or related technical field working as Research scientist/Data Scientist.
Excellent written and spoken communication skill


Hundreds of millions of customers, billions of transactions, petabytes of data… How to use the world’s richest collection of e-commerce data to provide superior value and better paying experience to customers ? The Amazon Payments Team manages all Amazon branded payment offerings globally. These offerings are growing rapidly and we are continuously adding new market-leading features and launching new products. Amazon.com has a culture of data-driven decision-making and demands business intelligence that is timely, accurate, and actionable. This team provides a fast-paced environment where every day brings new challenges and new opportunities.

Our team of high caliber software developers, data scientists, statisticians and product managers use rigorous quantitative approaches to ensure that we target the right product to the right customer at the right moment, managing tradeoffs between click through rate, approval rates and lifetime value. In order to accomplish this we leverage the wealth of Amazon’s information to build a wide range of probabilistic models, set up experiments that ensure that we are thriving to reach global optimums and leverage Amazon’s technological infrastructure to display the right offerings in real time.

As a Data Scientist you will be working in one of the world's largest and most complex data warehouse environments. You should be passionate about working with huge data sets and be someone who loves to bring datasets together to answer business questions. You should have deep expertise in creation and management of datasets. You will build data analytical solutions that will address increasingly complex business questions.

You should be expert at implementing and operating stable, scalable data flow solutions from production systems into end-user facing applications/reports. These solutions will be fault tolerant, self-healing and adaptive. You will be working on developing solutions that provide some of the unique challenges of space, size and speed. You will implement data analytics using cutting edge analytics patterns and technologies that are inclusive of but not limited to various AWS Offerings -EMR, Lambda, Kinesis, and Spectrum. You will extract huge volumes of structured and unstructured data from various sources (Relational /Non-relational/No-SQL database) and message streams and construct complex analyses. You will write scalable code and tune performance running over billion of rows of data. You will implement data flow solutions that process data on Spark ,Redshift and store in Redshift ,Filebased system (S3) for reporting and adhoc analysis.

You should be detail-oriented and must have an aptitude for solving unstructured problems. You should work in a self-directed environment, own tasks and drive them to completion.

You should have excellent business and communication skills to be able to work with business owners to develop and define key business questions and to build data sets that answer those questions. You own customer relationship about data and execute tasks that are manifestations of such ownership, like ensuring high data availability, low latency, documenting data details and transformations and handling user notifications and training.



PhD in Statistics, Economics, Operations Management, Finance, Computer Science, or a related field
Proven experience in building statistical models using R, Python, Scala, or a related software (especially, Optimization and ML modeling), with a willingness to learn and develop additional skills in statistical model, machine learning, and large-scale scientific computing.
Practical experience in implementing optimization models and tools through the use of high-level modeling languages
Business Intelligence systems and data presentation (Tableau, QlikView, MicroStrategy, PowerBI)
Track record of diving into data to discover business insights
High-level knowledge of various machine learning techniques and key parameters that affect their performance.
Ability to manage multiple competing priorities.
Proven ability to influence without authority .
Ability to work effectively within an interdisciplinary team of Data Engineers, BIEs, and Product Managers.
Ability to communicate relevant scientific insights from data to senior business leaders, financial analysts, and product managers.
Experience with large data sets, big data and analytics.
Extensive theoretical statistical training, including the ability to carefully adapt/modify existing statistical tools to accommodate new applied use cases.
Ability to distill problem definitions, models, and constraints from informal business requirements; and to deal with ambiguity and competing objectives.
Prior background in machine learning and forecasting is a plus.
Work experience at financial service industry is a plus.
Meets/exceeds Amazon’s functional/technical depth and complexity for this role
Meets/exceeds Amazon’s leadership principles requirements for this role


Amazon is an equal opporunity employer.","Seattle, WA",data scientist,0,Seattle, WA
Tableau,"What you'll be doing

We are looking for a Data Scientist to support the development of data science capabilities from within the Office of the CTO. The ideal candidate is adept at manipulating, cleaning, and analyzing large datasets over multiple domains, and is experienced at using a variety of machine learning techniques to provide actionable insights. They must be comfortable with ambiguity and able to converse with stakeholders to understand data and business problems. They must also be conversant in one or more programming languages, and ideally have at least a passing familiarity with software tools and processes.

Responsibilities include



Work with stakeholders throughout the organization to understand their data and develop data science solutions to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Provide leadership to the development of best practices for teams working on analytics and data science problems
Gain mastery of Tableau products and consult with internal and external teams on how best to leverage Tableau capabilities for data science results


Who you are



Experienced. 7+ years of experience in a Data Science role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. Preferred: Two years of experience in a customer-facing role as a data scientist and commercial/production software development experience.
Technically Savvy. Experience using statistical computer languages (R, Python, Matlab, etc.) to manipulate data and draw insights from large data sets. Preferred: Strong knowledge of Python and/or Java and experience with databases and data warehouses (Postgres, Snowflake).
Knowledgeable. Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks. Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Motivated. A drive to learn and master new technologies and techniques. Strong problem-solving skills with an emphasis on data and domain exploration.
You are a Recruiter! Tableau hires company builders and, in this role, you will be asked to be on the constant lookout for the best talent to bring onboard to help us continue to build one of the best companies in the world!

#LI1-EF

Tableau Software is an Equal Opportunity Employer.

Tableau Software is a company on a mission. We help people see and understand their data. After a highly successful IPO in 2013, Tableau has become a market-defining company in the business intelligence industry. Our culture is casual and high-energy. We are passionate about our product and our mission and we are loyal to each other and our company. We value work/life balance, efficiency, simplicity, freakishly friendly customer service, and making a difference in the world!SDL2017","Seattle, WA",senior data scientist,0,Seattle, WA
DESC,"Job Title: Health Integration Data Analyst

Days Off: Saturday, Sunday
Pay Range: $42,673 - $48,281 annually
Shift: Office Day (9am-5pm)
Location: 601 Offices
Region: Pioneer Square/Downtown
Insurance Benefits: Medical, Dental, Life, Long-term Disability
Other Benefits: Employee Assistance Program (EAP), Flexible Spending Account (FSA), ORCA card subsidy, Paid Time Off (34 days per year), Retirement Plan
The Health Integration Data Analyst is a member of a multi-disciplinary team that will support DESCs goals by using data queries and creating reports to allow us to improve the quality and value of care that we deliver to our clients. This role provides analytic support to evaluate clinical process and outcome measures related to Fully Integrated Managed Care (FMIC). The ideal candidate will be passionate about data and its ability to tell stories and answer meaningful questions and will assist clinical teams in reaching their Healthier Here benchmark goals. The objective for this role is to translate clinical questions into meaningful data to help DESC improve the care we provide.
MAJOR DUTIES AND RESPONSIBILITIES:


Perform analysis on quality, cost and satisfaction metrics to evaluate programs, using visualization techniques to communicate insights and recommendations.
Collaborate with the Clinical and Quality and Information Management Departments and other DESC partners to scope, design, and validate recurring and ad hoc reports.
Document project details and maintain report specifications that clearly describe how the report works and work with end-users to ensure usage and usability.
Interpret reports for administrative, clinical, and non-technical audiences.
Use data sources to perform validation and quality control checks to track performance and compliance in identified areas.
Enhance existing reports and reporting processes to create efficiencies and added value throughout DESC.
Assist various clinical programs with billing, reporting requirements, and data entry.
Assist in various quality assurance activities, including but not limited to quarterly internal audits.
Reconcile KCICN Payment and Adjustment Cycle Detail Reports.
Adherence to the HIM compliance and clinical documentation improvement program.

MINIMUM QUALIFICATIONS:


Bachelors or associates degree, or 2 years of highly relevant paid work experience and formal training in financial accounting and data analytics to demonstrate an ability to successfully perform the job.
Strong computer skills, including using word processors, analyzing Excel spreadsheets, and writing SQL queries.
Strong oral and written communication skills and ability to work effectively with staff from various backgrounds and disciplines.
Ability to organize and coordinate work efficiently; prioritize workload, work under pressure with tight timelines and changing priorities.
Ability to work independently with a minimum of supervision, and act on own initiative, within agency procedural guidelines.
Initiative and creativity in problem solving and system development.
Willingness to be flexible and work cooperatively with co-workers to accomplish all responsibilities of the team.
Subscribe to philosophy of cooperation and continuity across programs, and of consideration and respect for clients.
Experience working with homeless, mentally ill and/or substance abusers desired.
Appropriate safeguarding and handling of confidential and proprietary information.

EQUAL OPPORTUNITY EMPLOYER
DESC is committed to diversity in the workplace and promotes equal employment opportunities for all staff members and applicants. The Agency will not discriminate against any employee or applicant for employment on the basis of race, creed, color, sex, sexual orientation, age, national origin, marital status, or the presence of any sensory, mental or physical disability in any employment practice, unless based on a bona fide occupational qualification. Women and minorities are encouraged to apply.
","Seattle, WA",data analyst,5,Seattle, WA
Amazon Corporate LLC,"Amazon.com seeks an exceptional Data Scientist to join our Sponsored Products Marketplace Finance team. The role will be a key partner to Amazon's Sponsored Products Marketplace business, a high-growth business with a range of products offerings for advertisers and using ""pay-per-click"" business model. We love data and we have lots of it. We're looking for a top analytical mind capable of understanding our complex ecosystem of advertisers participating in a pay-per-click model as well as the relationship this business has with Amazon's core eCommerce business - and leveraging this knowledge to help turn the flywheel of the business.

As a key analytics partner, you will have the opportunity to work on one of the world's largest consumer and advertising data sets, as well as influence the long-term evolution of our products and the way they fit in Amazon's ecosystem to develop insights into different aspects of our business (monetization, shopper experience, advertiser experience, marketplace dynamics).

This role requires an individual with excellent business, communication, and technical skills, enabling collaboration with various functions, including economists and other finance leaders, product managers, software engineers, data scientists as well as senior leadership.

The successful candidate will be a self-starter comfortable with ambiguity, with strong attention to detail, an ability to work in a fast-paced, high-energy and ever-changing environment. The drive and capability to shape the business group strategy is a must.

This role will influence the direction of the business by leveraging our data to deliver insights that drive decisions and actions. The role will involve translating broad business problems into specific analytics projects, conducting deep quantitative analyses, and communicating results effectively. We see a high potential for influence and growth in this role as we transform our data into actionable insights to continue to fuel the growth of this business. The role will help the organization identify, evaluate, and evangelize new techniques and tools to continue to improve our ability to deliver value to Amazon's customers.

Basic Qualifications



BS with 5 years of relevant experience or MS with 3 years of relevant experience. BS/MS degrees in a quantitative field such as Computer Science, Operations Research, Applied Mathematics, Applied Economics etc.
Relevant hands-on experience in data mining and/or quantitative analysis - both descriptive and inferential/predictive analysis.
Fluent knowledge of relational databases (SQL).
Fluent in at least one scripting language such as Python or Scala; command line usage
Experience working with very large, disparate data sets and big data tools such as Spark.
Experience with parsing logs, in scenarios where production datasets are not ready is a huge plus.
Hands-on machine learning experience
Ability to distill problems and constraints from informal business requirements and to be comfortable dealing with ambiguity and competing objectives
Proven capability to identify opportunities to combine disparate data sources to uncover new business insight
Ability to distill problems and constraints from informal business requirements and to craft an analytic approach to solving the issue
Ability to distill and communicate complex analysis and insights in oral presentation and written form


. A natural curiosity and desire to learn

Amazon is an Equal Opportunity Employer Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age","Seattle, WA",data scientist,2,Seattle, WA
Highspot,"
About HighspotHighspot helps sales teams improve customer conversations and achieve their revenue goals. From content optimization and performance analytics to in-context training, guided selling, and more, the Highspot platform delivers enterprise-ready features in a modern design that sales ­­reps and marketers love. Using Highspot, sales teams are able to stay connected to the best-performing content for each opportunity, customize and optimize their content, and more effectively engage with their customers and prospects. With 90 percent average monthly recurring usage and global support in over 125 countries, Highspot is the sales enablement industry's most trusted solution.
About the Role
Highspot is seeking a lead data science engineer for our Data Science team. This role is ideal for an experienced data science engineer looking to take immediate ownership of our machine learning initiatives and gradually bring their leadership skills to bear as we augment data science staff over time. 
An important market differentiator for Highspot is the intelligence behind our software. Our platform has the industry's only patented search AI to help sales professionals quickly find the right content, and our unique content scoring system employs machine learning to analyze how content is used and quantify its impact on revenue. 
But we wouldn’t be Highspot if that were good enough! We’ve earned the next challenge, and to rise to meet it we need someone with an inquisitive mind, a passion for data analytics, and the right combination of engineering knowledge and customer awareness to help us invent the future of AI-augmented sales enablement.
What You’ll Do
Tap into the expertise of in-house industry experts to understand the challenges facing modern sellers and develop new ways to put our data to work to help solve them.
Drive the evaluation and selection/implementation of new components that will generate new and actionable insights for customers, support features in high-demand by customers, and further differentiate Highspot from our competition.
Use your knowledge of quantitative analysis, natural language processing, collaborative filtering, clustering, and data mining to identify customer trends and develop competitive new features.
Contribute production-quality code to our backend codebase to bring your ideas to life.
Take ownership of our data science roadmap, articulating a plan to address immediate challenges in the form of scaling and performance measurement, and map out an incremental approach to longer-term market and technical opportunities. 
Participate in cross-functional planning and reviews with key stakeholders.
Your Background
You’re comfortable using modern dynamic programming languages and you have experience developing software products, scalable internet software, and applications using a range of software models including object-oriented and functional design patterns. Some of the tools we use to build Highspot include Ruby, Clojure, MongoDB, PostgreSQL, Apache Solr and Lucene, AWS, and Chef (but we don’t expect you to be an expert in all of those).
You have deep expertise in data science and machine learning.
You have experience with R, Python or other statistical/machine learning software.
You have a M.S. or Ph.D. in a quantitative field (Computer Science, Mathematics, Machine Learning, AI, Statistics, or equivalent) or equivalent industry experience.
You have great interpersonal communication skills and work well in a diverse, team-focused environment.
You're driven by empathy to support, learn, and guide the team to be successful.

Benefits
Exceptional medical, dental, and vision benefits
Flexible work and vacation schedules
Transportation benefits
Competitive compensation
Fully-stocked kitchen with healthy snacks and drinks
Free catered Friday lunches
Company bonding events throughout the year
Open and spacious office, based in the heart of Seattle
Great views of the city and Puget Sound
Meaningfully contribute to a compelling vision
Environment to do your best work
Equal Opportunity Statement
We aim to build an inclusive workforce at Highspot. If you’re passionate about this role, but do not meet 100% of the qualifications listed above, we still encourage you to apply. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of age, ancestry, citizenship, color, ethnicity, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or invisible disability status, political affiliation, veteran status, race, religion, or sexual orientation.","Seattle, WA",lead data engineer,5,Seattle, WA
"Amazon.com Services, Inc.","Basic Qualifications:

Advanced degree in Artificial Intelligence, Computer Science, Statistics, Applied Math, Operations Research, or related field
Six or more years of applying statistical algorithms and models to solving applied problems in industry
Foundational skills in conducting experimental research studies and data analysis
Proficiency in at least one statistical program (R, SAS, SPSS, etc.)
Outstanding written and verbal communication skills
Experience with guiding R&D strategy for your organization


Global Talent Management (GTM) is centrally responsible for creating and evolving Amazon’s talent programs and processes. We regularly use data to pitch ideas and drive conversations with Amazon’s executives about how to improve existing talent programs to solve organizational problems focused on (but not limited to) talent differentiation, talent movement, employee-role matching, product integration, promotion practices, organization design and succession planning, and diversity and inclusion, or invent new ones that address the evolving needs of our diverse employee base. We are looking for a dynamic, resourceful, and organized Senior Data Scientist to develop the right data-driven solutions to drive innovation and execute new strategies that support the most critical components of this rapidly scaling operation.

You will partner closely with product and program owners, as well as scientists from other disciplines (e.g. economics and statistics) with a clear path to business impact. You develop innovative and even frighteningly bold plans and ideas to discover new ways to advance our goals. You will be expected to be a thought leader as we chart new courses with our rapidly growing employee populations, and lead the way in experimenting new ideas that have not yet been explored. Successful candidates will have a deep knowledge of computing statistical and machine learning methods for large scale prediction problems -or- a deep knowledge of computational optimization methods and mathematical modelling, the communication skills necessary to explain complex technical approaches to a variety of stakeholders and customers, and the excitement to take iterative approaches to tackle big, long term problems.

Key Responsibilities:

Uncover drivers, impacts, and key influences on talent outcomes
Develop new predictive and optimization models as well as algorithms for key applications.
Design and implement quick experimentation to test new ideas
Navigate a variety of data sources, such as enterprise data, customize surveys, focus groups, and/or external data sources
Guide the technical approach for the design and implementation of successful models and algorithms in support of teams across Amazon
Ability to distill informal customer requirements into problem definitions, dealing with ambiguity and competing objectives
Work in expert cross-functional teams delivering on demanding projects.
Functionally decompose complex problems into simple, straight-forward solutions.
Share knowledge in state-of-the-art statistics and machine learning research or frontier applied mathematical modelling and computation applicable to our problem space.

Preferred Qualifications:

Proven record of innovation and strategic impact across teams
Excellent interpersonal skills and a can-do never-give-up attitude
Ability to work independently and as part of a diverse team


Amazon is an Equal Opportunity Affirmative Action Employer - F/M/V/D","Seattle, WA",senior data scientist,0,Seattle, WA
Amazon Corporate LLC,"We are a smart team of doers that work passionately to apply cutting-edge advances in technology and to solve real-world problems that will transform our customers' experiences in ways we can't even imagine yet. As a Machine Learning Scientist, you will be working with a unique and gifted team developing exciting products for consumers and collaborate with cross-functional teams.

Are you interested in building, leading and driving the machine learning technical vision, strategy and implementation of ML products for innovation discovery? Build and lead an innovative team of scientists and engineers who will invent and apply advanced machine learning science and techniques to help identify products and services of the future.

The ideal candidate will be an expert in the areas of data science, machine learning and statistics. You will have hands-on experience leading multiple simultaneous development initiatives as well as be able to balance technical leadership with strong business judgment to make the right decisions about technology, models and methodologies choices. You will strive for simplicity, and demonstrate significant creativity and high judgment backed by statistical proof.

Basic Qualifications



MS in Statistics, Computer Science, Operational Research or in a highly quantitative field or MBA
7+ years of hands-on experience working in data science and/or machine learning using models and methods such as neural networks, random forests, or Bayesian classification.
3+ year people management and cross department functional experience
Proven ability to implement and operate at scale.
Strong communication and data presentation skills
Strong ability in problem solving and driving for results
Proficient using R, Python, or other equivalent statistics and machine learning tools.


Amazon is an Equal Opportunity Employer Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age","Seattle, WA",data scientist,2,Seattle, WA
