company|description|position|reviews|City|State
Jo-Ann Stores|"Job Title: Data Scientist

Job Location: Hudson, OH

Main Responsibilities: Responsible for generating insightful strategies and business recommendations by building mathematical models, uncovering vast quantities of information, and evaluating the information to develop insights for the managerial teams toward business decision-making, policy formulation, and other key business data that will drive business performance. Perform data mining from the company's 50 million+ article-site combinations and evaluate opportunities for business performance improvement or development across the entire value chain, including Sales, Forecasting, Inventory Management, and Sourcing. Build descriptive, predictive, and/or prescriptive mathematical business models. Evaluate the results and cleanse and verify the data used in business models. Collaborate with cross-functional teams, including Inventory Management and Merchandising, to drive the executive of models. Establish strong working relationships with cross-functional teams, including IT, Inventory Management, Store Operations, and Merchandising, to collect data for business models, execute models, and make recommendations to the managerial teams based on the finds of the compiled data. Perform ad-hoc requests and, lastly, present data finds clearly for consumption by senior management and the managerial teams.

Education Requirement: Master’s degree or foreign equivalent in Industrial Engineering, Operations Research, Supply Chain or in a related field.

Work Experience Requirement: 1 year as an Analyst within a merchandising/retail environment.

Knowledge & Skills: Additionally, the applicant must have professional experience in: 1.) VBA; 2.) Database Query Experience with SQL; 3.) Programming with R or Python; 4.) Experience with JDA Demand & Fulfillment or JDA Enterprise Planning; 5.) Model Building experience with descriptive, predictive, or prescriptive models; and 6.) Cross-functional experience with IT and Finance.

QUALIFIED APPLICANTS: Apply online at www.joann.com/careers"|data scientist|5|Hudson| OH
Ball Aerospace|"Who We Are:

Ball Aerospace pioneers discoveries that enable our customers to perform beyond expectation and protect what matters most. We create innovative space solutions, enable more accurate weather forecasts, drive insightful observations of our planet, deliver actionable data and intelligence, and ensure those who defend our freedom go forward bravely and return home safely. For more information, visit http://www.ball.com/aerospace, Facebook or Twitter.

Qualifications:

Cognitive Data Scientist

What you’ll do:

Work as a member of a research team bridging the gaps between cognition, neurobiology, and peripheral physiology to develop a more complete and robust understanding of human performance.

Support the development of physio-cognitive models and machine learning models in the areas of fatigue, workload assessment, prediction, and molecular exposure.

Work with team members to integrate physio-cognitive measures of cognition to build and enhance cognitive models of performance.

Maintain a regular and predictable work schedule.

Establish and maintain effective working relationships within the department, the Strategic Business Units, Strategic Support Units and the Company. Interact appropriately with others in order to maintain a positive and productive work environment.

Perform other duties as necessary.

What you’ll need:

BS/BA in Psychology, Experimental Psychology, Applied Behavioral Science, Human Factors, or a related field plus 4 or more years related experience.

Each higher-level degree, i.e., Master’s Degree or Ph.D., may substitute for two years of experience. Related technical experience may be considered in lieu of education. Degree must be from a university, college, or school which is accredited by an agency recognized by the US Secretary of Education, US Department of Education.

Experience developing and applying computational cognitive models and machine learning models within applied settings.

Knowledge and experience using an EEG system for clean data collection and event-related potential (ERP) data analysis.

Statistical analysis expertise (e.g., R, MATLAB, SPSS, SAS, or equivalent).

Experience with calculus and differential equations.

Experience with object-oriented languages (e.g., Java, Python, etc.).

Strong communication skills and ability to interact with customers.

Experience identifying and resolving technical problems that affect cost, schedule, and performance.

Passion for learning new knowledge and skills.

Desire to work with others in a research environment.

Experience developing models within the ACT-R cognitive architecture preferred.

Knowledge of other physiological signal processing (eye-tracking, heart rate, respiration, etc.) preferred.

Knowledge of advanced EEG signal analyses preferred.

Knowledge of theories/models implementations of cognitive load preferred.

Working Conditions:

Work is performed in an office environment, laboratory, cleanroom, or production floor.

Travel and local commute between Ball campuses and other possible non-Ball locations may be required.

Security Clearance:

Successful applicant for this position must be eligible to obtain a DoD clearance or government customer access to classified/sensitive material. A current DoD clearance is not required to be eligible for this position, however the successful applicant will be required to obtain a DoD clearance or government customer access within a reasonable time after the offer is extended and must be able to maintain the applicable clearance. *US Citizenship is Required. By applying to this position you are agreeing to complete a National Security Clearance Pre-Screen Questionnaire, if one is required, to evaluate your general ability to obtain the required security clearance or government customer access associated with this position.

Relocation:

Relocation for this position is NOT Available

EEO Statement:

US CITIZENSHIP REQUIRED

Ball Aerospace is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."|data scientist|5|Dayton| OH
Kesarweb|"Dash Technologies Inc is currently seeking a Data Scientist for their client base.

Work Environment

Dash Technologies Inc offers a fast-paced and exciting work environment where you will be learning alongside talented staff doing the best work of their careers. You will have the ability to work with like-minded subject matter experts.

Responsibilities

Responsible for the end-to-end architecture of Data Science and Natural Language Processing (NLP) solution, including its assembly and integration into client s IT architecture. Responsible for the management and mitigation of technical risks, ensuring that the solution services can be realistically delivered by the underlying technology components. The ideal candidate should be experienced in architecting highly scalable end-to-end data science platforms.

Required Skills

Experience working with senior decision makers Strong communication/interpersonal skills Proven analytical background Advanced Excel skills Should have the ability to work and consult with colleagues as well as individually; have the ability to consult and communicate closely with management/supervisor of Dash Technologies Inc.

Before you apply -

This is a FULL-TIME position. No freelancer or part-time applicants will be considered.

Applicant must be authorized to work in the USA.

The Company is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result.

For more information you can reach me on following email id:

About Dash Technologies Inc:

Dash Technologies Inc is a leading IT service provider in US. We carry more than 9 years of experience delivering IT services to US clients. We have provided services to 300+ top US clients and has grown into a reliable software development partner for Fortune Companies.- provided by Dice"|data scientist|0|Columbus| OH
Gravity Infosolutions|"Job description:

Do you love discovering insights that drive business value, and transform how work is done? Are you creative, ambitious, and enjoy teaching others about how data science can significantly improve their decision-making?

Your analytic skills are the foundation of this role. The ability to mine mountains of data, derive actionable insights, and then translate those insights into business improving action is essential in our work. You will need to be the primary evangelist to the business for the power of predictive analysis and develop business cases to illustrate the potential for change in decision-making that occurs when you begin to anticipate what will happen, versus just reflecting on what has occurred.

Your Qualifications:

Our leaders are pursuing or have graduated with a Ph.D. in Statistics, Applied Mathematics, Economics, Computer Science, Data Science, Business Analytics, Operation Research, Software Development, or a similar quantitative field. Able to do hands-on mathematical algorithm development as well as programming.

If you are a good fit for the Data Scientist Ph.D. position, you will have:

Demonstrated leadership in applying and scaling Analytic techniques to be used at an enterprise level.

Strong written and verbal communication skills to influence others to take action

Demonstrated ability to handle multiple priorities

Comfortable working with diverse business scenarios and possessing strong thinking/problem-solving skills that can be applied to business processes with a ""can-do"" attitude

Strong enthusiasm and curiosity about the intersection of business and technology

Preferred Specialties/Area of Research:

Bayesian Analysis, Bayesian Decision Theory

Probabilistic Modeling and Computation

Machine Learning, including Deep Learning

Uncertainty Quantification

Optimization (global, local, stochastic methods)

Dynamic (state-space) Models (Kalman Filter, Data Assimilation)

Experimental Design

Model Reduction, Dimensionality Reduction

Preferred Experience with Analytical Tools/Applications:

Unix/Linux

Big Data Ecosystem: Hadoop, Spark, MapReduce, SQL, Hiv

Scientific Computing: R, Python, C++, Java, Scala,

High-Performance Parallel and Distributing Computing

Deep Learning frameworks: Keras, Tensorflow

Data Visualization

Data Management Systems

Business Intelligence tools: such as KNIME, Tableau

Industry experience in CPG, Retail preferred. Ability to work across granular retail sales data sets, loyalty/promotional data types also preferred."|data scientist|0|Cincinnati| OH
Cleveland Clinic|"Job Summary:

The Analytics/Data Scientist should have a wide breadth of abilities to focus on addressing complex business problems. Interns will apply an analytics process for data exploration and mining, to build models, provide guidance and insights to solve problems related to Cleveland Clinic Health System initiatives. Engagement will include solving problems related to contractual terms from a revenue and cost perspective, population health initiatives, care affordability, simulation modeling, forecast modeling, risk modeling, product development risk and/or pricing modeling. These abilities would include knowledge in statistical and machine learning techniques, academic curiosity, and strong communication skills.

Key Job Responsibilities:

Strong interpersonal, oral and written communication and presentation skills;
Ability to communicate complex findings and ideas in plain language
Enjoying discovering and solving problems;
Proactively seeking clarification of requirements and direction; take responsibility when needed;
Being able to work in stressful situation when insights in (new) data sets is required quickly
Ability to work with large data sets
Develop discovery dashboards and reports,
Build clinical and financial algorithms for specific enterprise initiatives,
Ability to apply advanced analytical thinking and methodologies
Produce analytic solutions for leadership and stakeholders across the organization that supports business or clinical initiatives. This includes development, analysis, interpretation and management of a variety of routine to moderately complex report/project requests in support of process improvement, operations, strategy, cost reduction and patient safety and satisfaction.
Apply data analytics to identify potential opportunities for focused investigation.
Analyze data, draw and communicate conclusions through verbal and written communication including tabular and graphical presentation of the data.
Ability to apply advance math concepts and analytic methodologies such as probability and statistical inference analyses.
Gather requirements and program model development under direction of other Data Scientists

Education:

Current college enrollment required. Working towards a Bachelor's Degree in analytics, statistics, actuarial science, economics, computer science, biostatistics, applied mathematics, or related field

Certifications:

None required.

Complexity of Learning Experience:

Can discuss and weigh pros and cons and separate critical issues.
Can make definitive choices, expresses opinions on issues and can explain logical path decisions.

Competencies (Complexity of Work):

Requires critical thinking skills, decisive judgment and the ability to work unsupervised or with minimal supervision.
Strong interpersonal, oral and written communication and presentation skills; complex findings and ideas in plain language
Ability to change direction quickly based on data analysis
Apply data analytics to identify potential opportunities for focused investigation.
A strong business-orientation, able to select the appropriate complex quantitative methodologies in response to specific business goals.
Being able to work in teams towards a shared goal
Ability to work with large, complex data sets
Ethical handling of sensitive data
Innovative and creative outlook

Preferred Work Experience:

Baseline understanding of one or more core skills: finance, statistics, data mining, regression analysis, statistical modeling, forecasting, data visualization, exploratory data analysis, regression analysis, statistical modeling.
Familiarity with a variety of statistical languages/packages, e.g. SAS, R, and Python, etc.
Familiarity with relational databases and/or distributed computing platforms, and their interfaces, such as SQL, Teradata, MapReduce, PIG, and/or Hive.
Familiarity leveraging visualization software and techniques and business intelligence (BI) software.
Familiarity with Microsoft Suite.

Physical Requirements:

Requires full range of body motion including handling/lifting items, manual and finger dexterity and eye-hand coordination.
Requires frequent standing and sitting.
Requires corrected vision and hearing to normal range.

Personal Protective Equipment:

Follows standard precautions using personal protective equipment as required.


The policy of Cleveland Clinic and its system hospitals (Cleveland Clinic) is to provide equal opportunity to all of our employees and applicants for employment in our tobacco free and drug free environment. All offers of employment are followed by testing for controlled substance and nicotine. Job offers will be rescinded for candidates for employment who test positive for nicotine. Candidates for employment who are impacted by Cleveland Clinic's Smoking Policy will be permitted to reapply for open positions after 90 days. Decisions concerning employment, transfers and promotions are made upon the basis of the best qualified candidate without regard to color, race, religion, national origin, age, sex, sexual orientation, marital status, ancestry, status as a disabled or Vietnam era veteran or any other characteristic protected by law. Information provided on this application may be shared with any Cleveland Clinic facility.

Cleveland Clinic is pleased to be an equal employment employer: Women/Minorities/Veterans/Individuals with DisabilitiesSDL2017"|data scientist intern|5|Independence| OH
Ascendum Solutions|"Description:

Ascendum Solutions is looking for a Data Scientist, with strong NLP/NLU/NLG background to develop and maintain the NLP/NLU engine of our AI infrastructure to support several projects and company initiatives.

Required Skills:

Candidate must have

+3 years of experience with NLP/NLU developing models/algorithms and improving its results for extracting intents, entities, topic modeling, user-defined entities, multi-languages, sentiment analysis, emotion analysis, etc. +2 years of experience with Python (Neural Networks, NLTK, Spacy, Tensorflow, LSTM, etc.) Critical thinker and problem-solving skills Team player, good time-management skills Great interpersonal and communication skills.


Additional Preferred Skills:

Linguistics or Statistics is preferred SQL Data Analytics Data Engineering Machine learning Data Visualization Data Modeling

provided by Dice
"|data scientist|5|Cincinnati| OH
Kognetics|"Job Description:

Working closely with the technology and learning teams, theData Scientist will be responsible for the following:
Creating infrastructure for thedelivery team; Maintain a working knowledge of data mining and visualizationbest practices; Work in coordination with the team for better and quickresults;
Being able to develop or program databases; Having theability to query databases and perform statistical analysis; Analyze the dataavailable and provide the relevant output;
Collaborate with engineering colleagues to define the datamodeling goals for designated project areas;
Having a good understanding of design and architectureprinciples; Understand the importance of the system development and help ingetting it implemented;
Have good time management skills and should be able to meetthe expected deliverables;
Being able to create examples, prototypes, demonstrations tohelp management better understand the work;
Capacity to motivate and train junior scientists and offercounsel to peers. Being able to work autonomously;

Basic Qualifications:

Passion, commitment, resourcefulness, and a drive to continuelearning are essential prerequisites. For this role, we’re also looking for someonewho meets the following criteria:



PhD/ Master's Degree in Statistics,Mathematics, Computer Science, or equivalent; 5+ years of data science/miningexperience;
Excellent knowledge of at least twocoding languages, e.g. Python, Java, Scala, R Language, SQL, ETL Tools, Perland Pig;
Should have worked on different toolslike Java, SQL, Python, etc.; Good experience with SQL, Linux shell scripts,Perl, and AWK;
Domain knowledge in at least twoindustries; Minimum five years of experience in customer-facing activities;
Overall knowledge of BusinessIntelligence; in particular, data modeling, ETL, and reporting tools;
Extensive hands-on experience workingwith very large data sets, including statistical analyses, data visualization,data mining, and data cleansing/transformation;
"|data scientist|0|Gahanna| OH
Arconic|"Arconic is looking for a Data Scientist to join our Arconic Wheel and Transportation Products (AWTP) business unit in Cleveland, OH.

Arconic (NYSE: ARNC) creates breakthrough products that shape industries. Working in close partnership with our customers, we solve complex engineering challenges to transform the way we fly, drive, build and power. Through the ingenuity of our people and cutting-edge advanced manufacturing techniques, we deliver these products at a quality and efficiency that ensure customer success and shareholder value.

Alcoa Wheel and Transportation Products (AWTP) is a business with a rich tradition and a bright future. We literally invented the forged wheel in 1948 and, as a result of staying close to our customers and consumers, have remained the global leader in providing safe, strong, light-weight and innovative aluminum transportation products ever since. AWTP serves the commercial vehicle, automotive, and defense and employs 2,000 people at 14 locations worldwide.

Under the direction of the Global Continuous Improvement Director, this position is accountable for performing data analytics as part of the smart manufacturing initiative.

The primary purpose of this position is to deploy our Machine Learning efforts in an effort to improve our factories and processes including optimizing cycle time, reducing scrap, reducing MRO cost, and increasing equipment uptime

Organize, create and analyze large-scale historian and SQL data sets. This role provides the opportunity to inject ideas and influence a growing data driven culture and gain operational experience with Big Data.

Perform “what if” analyses and question existing assumptions and processes. Communicate recommendations to both Operational and IT leaders. Collaborate with Process Engineers and IT department to utilize hidden potential in the manufacturing systems.

Identify and correct data limitations (e.g. signal / noise ratio, sample size, inconsistencies, missing values, corruption, etc.). Key initiatives include the design and implementation of dashboards, development of key metrics, scorecards, delivery of self-service analytics, and the Identification of competitive advantages from data.

Determine potential causes of problems (e.g., increases in scrap rate or test failures; decreased yield) and devise testing methodologies for validation.

Explain the context of multiple inter-related situations (developing multi-variate regression models), asks searching, probing questions, and solicits expert advice prior to taking action and making recommendations

Use data excellence and best practice to participate in SIPOC Kaizen events and specific projects to help increase process efficiency and reduce operational cost by utilizing the Arconic DI system.

Perform analytics in support of specific improvement projects where travel to other locations might be included as part of a Rapid Improvement Team.

Job Dimensions:The incumbent will possess:

Ability to enjoy data, performing data studies and discovering new data sources (or new uses for existing data sources)

A deep understanding of time series analysis and regression analysis

Ability to tell stories with data, educates effectively, and instills confidence in recommendations, motivating others to act on them

Strong analytical and problem-solving skills: able to develop and use structured approaches to identify root causes and recommend resolutions: can present results in meaningful terms

Project Management skills and ability to manage multiple projects simultaneously to meet objectives and key deadlines

Good verbal and written communication skills.

Fluent in English.

A working knowledge of manufacturing processes, process controls

Qualifications

Basic Qualifications :

Bachelor’s degree in Engineering, Automation, Information Technology, Mathematics, Statistics, Computer Science, with minimum 2 years of experience

Significant experience in data analysis from multiple source types and applying organization specific know-how to achieve key operating results

Significant experience with any of those software and practices including Matlab, Statistics and Machine Learning, Neural Networks, R, Python, Capstone DataPARC, modeFrontier, Azure

Employees must be legally authorized to work in the United States. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.

This position is subject to the International Traffic in Arms Regulations (ITAR) which requires U.S. person status. ITAR defines U.S. person as an U.S. Citizen, U.S. Permanent Resident (i.e. 'Green Card Holder'), Political Asylee, or Refugee.

Preferred Qualifications:

Manufacturing experience with operational data and metrics

Experience tailoring and presenting data analytics methods and findings to leadership to drive effective decision making

Primary Location

: United States-OH-Cleveland

Work Locations

:

US CLE Cleveland, Ohio

1600 Harvard Avenue

Cleveland 44105

Job

: Operations

Organization

: 00199-29504 Arconic Business Support Service

Shift

: Day Job

Job Type

: Experienced Hourly Paid or Salaried : Salaried

Job Level

: Individual Contributor

Travel

: No

Job Posting

: Aug 16, 2019, 3:38:13 PM

Minimum Years of Experience : 2"|data scientist|5|Cleveland| OH
American Chemical Society|"Division

CAS uses unparalleled scientific content, specialized technology and unmatched human expertise to help R&D organizations across Commercial, Government and Academic sectors create groundbreaking innovations that benefit the world. As the Scientific Information Solutions Division of the American Chemical Society, CAS manages the largest curated reservoir of scientific knowledge, and for 111 years, has helped innovators mine, assess and apply that information to keep businesses thriving. The CAS team is global, diverse, endlessly curious and strives to make actionable scientific insights accessible to innovators worldwide.

CAS is currently seeking a Data Scientist. This position will be located in our headquarters in Columbus, Ohio.

Data scientists are passionate about data and applying analytical methods while simultaneously understanding the business context in order to arrive at a solution. Data scientists add business value by leveraging vast quantities of data and building accurate mathematical models. Data scientists are skilled in putting well-defined parameters around potentially ambiguous problems, evaluating success based on business-important criteria, and applying modern artificial intelligence and machine learning techniques to large datasets to solve complex business problems.

Duties

Develop, plan, and execute analytical projects as an individual contributor and in teams

Synthesize analytical findings for consumption by senior business executives

Participate in multiple, assigned research projects with minimal supervision and within time and budget constraints

Organize data from many different types of sources and at significantly varying scales for subsequent analysis

Critically evaluate data for quality measures such as completeness, accuracy, and applicability, applying understanding of relevant research area nomenclature

Solve unusual problems using a combination of appropriate statistics, machine learning, and computational methods

Create technical reports and presentations, describing results with visualization in a manner that the client can understand

Present research results to clients and participate in scientific conferences, peer review panels, and increase company visibility through publications

Perform other duties as assigned

Position Summary

Qualifications

Master's Degree in Statistics, Economics, Applied Mathematics, Operations Research, Physics, Data Science fields and 0-2 years’ experience OR Bachelor's with 2-5 years’ experience.

Experience across a broad range of modern data science and analytics tools (e.g., SQL, Hive, Hadoop, Spark, Python, R)

Experienced with data cleansing, reconciliation, conversion, and validation

Expert knowledge in quantitative methods for business and advanced data science

Proven track record of various artificial intelligence and machine learning techniques to create models that drive significant business results

Demonstrated analytical, multi-tasking, problem solving, organizational, and planning skills

Ability to interpret reports, analyze trends and provide insights

Strong written and verbal communication skills. Demonstrated ability to communicate complicated statistical analytical concepts to business stakeholders in a simplified, comprehendible manner.

Trusted advisor and thought leader on data and analytical techniques

Collaborative team player: Selfless, places team above self. Embraces feedback and shares knowledge with team.

Establish and manage relationships with clients and internal partners

Plan and carry out appropriate professional self-development activities

Ability to travel as required

Desired, but not required:

PhD in Statistics, Economics, Applied Mathematics, Operations Research, Physics, Data Science fields

Experience with Natural Language Processing

Knowledge and experience in chemistry, drug discovery/development, or medical related industry

Conducting analyses using cloud platforms

Experience delivering analytics in a consulting role

CAS offers a competitive salary and comprehensive benefits package, including a generous vacation plan, medical, dental, vision insurance plans, and employee savings and retirement plans. Candidates for this position must be authorized to work in the United States and not require work authorization sponsorship by our company for this position now or in the future. EEO/Minority/Female/Disabled/Veteran."|data scientist|2|Columbus| OH
Booz Allen Hamilton|"Key Role:

Support the collection, exploitation, and dissemination of open source intelligence, including traditional press or media, social media, and Web information. Apply knowledge of OSINT data and information and assist with the usage of specialized OSINT tools and services. Collaborate with a diverse team of linguists to deliver unique solutions to support national security requirements. Act as a technical project lead and work on a variety of open source intelligence programs and objectives, as needed. Provide advice to the organization in the desired area of expertise.

Basic Qualifications:

2+ years of experience with conducting open source research, academic research, all-source intelligence, or targeting
Experience with Python or R
Knowledge of Microsoft Excel at an advanced level
Knowledge of Internet-based research, including Boolean logic, search engine and database resources, and Internet sources, such as social media, social networking tools, data exploitation, and commercial- and industry-based databases
Ability to apply expertise in business and religious studies, leadership analysis, and cultural studies topics
Ability work as part of a team to produce deliverables with high-quality writing in a short time frame using Microsoft PowerPoint, Word, and Excel
TS/SCI clearance
HS diploma or GED

Additional Qualifications:

Experience with researching in a foreign language, including using internationally-focused Web sites
Experience with advanced search techniques, information databases, data visualization, and related tools, including Tableau or Adobe Suite
Ability to speak and read Arabic or Farsi at a professional level, including DLPT R2/L2 preferred
BA or BS degree in International Affairs, Political Science, Foreign Area Studies, National Security Studies, Linguistics, or Middle Eastern Studies preferred; MA or MS degree in International Affairs, Political Science, Foreign Area Studies, National Security Studies, Linguistics, Business, Library Science, or a related research field a plus

Clearance:

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance is required.

We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change."|data scientist|5|Dayton| OH
Earnin|"About Earnin:
Our financial system is fundamentally unfair for people who live paycheck to paycheck. People shouldn't have to wait weeks to get the pay they've already earned. This wait forces them to spend more than $100 billion a year on short-term credit products, late fees and overdraft fees.

Earnin helps people overcome this unfairness by giving them real-time access to their money as soon as they have worked -- without fees or interest.

Our team is bound together by a desire to level the financial playing field. Our investors, Andreessen Horowitz, Ribbit Capital, Felicis Ventures, Matrix Partners and March Capital believe we will change the world.

You can help make a difference. Join us.

About the Team:
We're looking for a talented and motivated data scientist to build sophisticated models with data collected across our business to aid Earnin's mission in giving the world access to their pay as soon as they've earned it.

Data Scientists are the central node to every team within Earnin. As a data scientist, you'll be interfacing with analysts to gain insights, our product managers to evaluate areas where we can protect and improve our business model, and our engineering team to advance our product utilizing artificial intelligence.

Every decision made at Earnin is backed by data; our company trajectory is defined by the systems, tools, and analytics powered by our exceptional team. We integrate multifaceted data streams such as rapidly changing market data, customer data based on app activity and feedback, and financial banking operations data to perfect our processes and workflows. Improving these systems and maintaining scalability across a growing user base (X million and counting) is thrilling, particularly on a team of 4.

What Set Us Apart:

We care more about the thought process, perseverance, tenacity in solving really difficult problems (rather than checking off all the technology boxes)
Solving unique problems in the financial payments industry
Helping people on a human level

As a Data Scientist you will:

Build scalable machine learning models with multivariate, multi-source data spanning financial markets and our internal event streams
Research and prototype solutions based on various machine learning algorithms to help design and deploy the best possible products
Optimize models by adding more features, improving algorithms, tuning parameters
Continuously monitor and improve model performance
Work closely with product, analytics, and engineering teams - make your models scalable, explainable, and actionable

Some skills we consider critical to being a Data Scientist:

Solid understanding of machine learning and statistics
Strong business and product sense, analytical thinking
Experience building predictive models across the full development cycle, from data collection and exploratory analysis to scalable production
Experience building complex SQL queries
Proficient in any of the following: Python, R, Spark, Scala
3+ years industry experience in data mining, machine learning, statistical analysis, and modeling
Excellent communication skills
A MS or PhD in Computer Science, Physics, Statistics, Applied Mathematics, or similar quantitative disciplines


Nice to have but not required:

Specialized knowledge in areas such as optimization, A/B and multi-armed bandit testing, or deep learning

Earnin does not unlawfully discriminate on the basis of race, color, religion, sex (including pregnancy, childbirth, breastfeeding or related medical conditions), gender identity, gender expression, national origin, ancestry, citizenship, age, physical or mental disability, legally protected medical condition, family care status, military or veteran status, marital status, registered domestic partner status, sexual orientation, genetic information, or any other basis protected by local, state, or federal laws. Earnin is an E-Verify participant."|senior data scientist|3|Cincinnati| OH
AES Corporation|"At AES, we raise the quality of life around the world by changing the way energy works. Everyone makes an impact every day in our small, global teams. Apply here to start an extraordinary career today.

We are looking for data scientists to join our growing team of data wranglers that will help us uncover insights and drive key business decisions by leveraging data analytics and artificial intelligence. The data scientists will use data to find patterns, create algorithms, and generally help AES’ business leaders make smarter decisions to deliver better products and solutions. The analytics will also serve as the foundation for machine learning use cases across several business applications.

The primary use cases will be in applying data mining techniques, performing statistical analysis to improve asset reliability across our green generation portfolio, make our energy grids more resilient and able to cope with tomorrows renewables demands, and drive operational efficiencies for our commercial teams.

Help us accelerate our greener energy future using data and application of analytics!

Responsibilities

• Selecting features, building and optimizing classifiers using machine learning techniques

• Data mining using state-of-the-art methods

• Visualizing data to provide predictive insights and drive decision making

• Extending company’s data with third party sources of information when needed

• Enhancing data collection procedures to include information that is relevant for building analytic systems

• Processing, cleansing, and verifying the integrity of data used for analysis

• Performing ad-hoc analyses and presenting results and business outcomes in a clear and compelling manner

• Creating automated anomaly detection systems and constant tracking of its performance

• Be an evangelist for the use and data and data driven decision making at all levels of the organization

Skills and Qualifications

• Bachelors in Engineering, Mathematics, Physics applicable real-world experience required, Masters or Phd. preferred.

• 3+ years’ experience in data analytics or data science or applicable research

• Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.

• Experience in the production of energy, commercial energy markets or energy industry preferred

• Experience with common data science toolkits, such as R, Python, SAS, NumPy, MatLab, etc. Deep experience in Python or R is highly desirable

• Experience using cloud platforms (Azure ML, GCP ML, AWS SageMaker) and deploying analytics in a production environment (Microsoft Preferred)

• Demonstrates natural curiosity, an ability and willingness to challenge assumptions and gain a deeper understanding of the problem leveraging contextual inquiry

• Takes ownership, promotes perspectives and insights in a way that gives others comfort about how they were derived and what the next natural questions might be

• Excellent communication and collaboration skills to ensure analytics projects are meeting the needs of the business users

• Proficiency in using query languages such as SQL, Hive, Pig

• Experience with NoSQL databases, such as MongoDB, Cassandra, HBase

• Strong applied analytics and statistics skills, such as distributions, statistical testing, regression, etc.

• Demonstrated ability to develop and deploy scripts and programming skillsAES is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, sexual orientation, gender identification, disability or protected veteran status. E-Verify Notice: AES will provide the Social Security Administration (SSA) and if necessary, the Department of Homeland Security (DHS) with information from each new employee's I-9 to confirm work authorization."|data scientist|5|Dayton| OH
